Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		El toso che riva doman se ciama Mario	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che vien doman se ciama Mario	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El ragazzo che riva doman se ciama Mario	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		U figiò cu riva duman u se ciama Mariu	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		Quel mèt c(h)e 'l rìva dumèen al se ciàma Màriu	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		El toso che riva doman ze ciama Mario	Schio	Schio,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		L mut che ruva duman á inuem Mario	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		El ragazo che riva doman se ciama Mario	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Frase non tradotta	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		El toso che riva doman se ciama Mario	Solesino	Solesino,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		non tradotta	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		non tradotta	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		--> testo vuoto <---	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		non tradotta	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Il zovin c'al riva doman al si clama Mario	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		El toso che riva doman se ciama Mario	Teolo	Teolo,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doma ze ciama Mario	Terranegra	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Al tosat che riva doman al se ciama Mario	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		non tradotta	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		El fieul che a riva doman as ciama Majo	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		El fiolin che a-i riva doman as ciama MArio	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		El fieul ch'a riva doman a se s-ciama MArio	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		'L mat ch'ai riva doman a se s-ciama MArio	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		El fieul ch'a riva doman, a se s-ciama Mario	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		‘U vardasciu che rria domà se chiama Mario	Treia	Treia,Macerata,Marche	Maceratese	
		El mulo che riva doman (el) se ciama Mario	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		non tradotta	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		‘U uagnòne ca ‘rrìve crà se chiàme Màrie	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		El toso che riva doman el se ciama Mario	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Al march che al riva duman al sa ciama Mario	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		--> testo vuoto <---	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		U garsun cu l'ariva duman u se ciama Mariu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		non tradotta	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Al bargoi ca riva dumo al sa cioma Mario	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		El fio che riva doman se ciama Mario	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva domani se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El ragasso che riva doman se ciama Mario	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El butel che riva doman el se ciama Mario	Verona	Verona,Verona,Veneto	Veronese	
		El puteo che riva doman se ciama Mario	Veternigo	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Vicenza	Vicenza,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El ragaso che riva doman el xe ciama Mario	Vicenza2	Vicenza,Vicenza,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tosat che riva doman el se ciama Mario	Vidor	Vidor,Treviso,Veneto	Centro-settentrionale	
		El tosat che 'rivarà doman se ciama Mario	Vidor2	Vidor,Treviso,Veneto	Centro-settentrionale	
		Al mat che l’ha da rivàa domään al se ciammä Mario	Villa di Chiavenna	Villa di Chiavenna,Sondrio,Lombardia	Alpino	
		Al ràis ca ríva dumàa al sa ciàma Màriu (rüva)	Villa di Tirano	Stazzona,Como,Lombardia	Alpino	
		Ze ciama Mario el toso che riva doman	Villafranca Padovana	Villafranca Padovana,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg postv | WH sogg | 
		El toso che riva doman se ciama Mario	Villaverla	Villaverla,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		--> testo vuoto <---	Villorba	Villorba,Treviso,Veneto	Centro-settentrionale	
		El tosato che riva doman se ciama Mario	Zero Branco	Zero Branco,Treviso,Veneto	Centro-settentrionale	
		El tozo che riva doman se ciama Mario	Zianigo	Mirano,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Zianigo2	Mirano,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fio che riva doman se ciama Mario	Zianigo3	Mirano,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El ragasso che riva doman se ciama Mario	Zianigo4	Mirano,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozato che riva doman se ciama Mario	Zianigo5	Mirano,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciama Mario	Zianigo6	Mirano,Venezia,Veneto	Lagunare	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
						
2.0	126.0	L'uomo che pulisce le scale è malato				 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'ommu ch'u pulisce e score u l'è marotu	Alassio	Alassio,Savona,Liguria	Gallo-Italico Ligure	
		L’om ch’u pulida re scale u r’è malavi	Alba	Alba,Cuneo,Piemonte	Alto piemontese	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om cal neta li scali l'è malat	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		L’om che neta su le scale l’è malà	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’om che neta le scale l’è malà	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’om che el neta le scale, l’è malà	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L'homm qu pulisc i scoora u l'à maroot	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		L'omo che neta (l)e scae zè ma(l)à	Altavilla Vicentina	Altavilla Vicentina,Vicenza,Veneto	Meridionale	
		L’omo che neta le scale el zè malà	Alte Ceccato	Montecchio Maggiore,Vicenza,Veneto	Centro-settentrionale	
		L’om che neta le sciale l’è malà	Amblar	Amblar,Trento,Trentino Alto Adige	Ladino-anaunico	 | agg | clit sogg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Al om ch'al neta li sciales, al è malat	Andreis	Andreis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L'omp (chel omp) ch'al neta li scjalis a l'è malad	Aquileia	Aquileia,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		L'omo chi pulisa ia scaa g'ia mae	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		L'omu cu lava e scae u l'è maotu	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		L'omo che neta le scale el gera malà	Arsiero	Arsiero,Vicenza,Veneto	Meridionale	
		L'omu cu pulisce e scae l'è maotu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		L'om che 'l neta li scali l'è malà	Bagnolo S. Vito	Bagnolo San Vito,Mantova,Lombardia	Mantovano	
		L'om ch'al neta le sciale al è malà	Barcis	Barcis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L'om cal pulis le scale l'e' mala'	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | agg | clit sogg espl | clit sogg espl | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L’omo c’ha pulizia i scali e malato	Biancavilla	Biancavilla,Catania,Sicilia	Area orientale non metafonetica	
		L omen ch al puless al schel l è malè	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		L'om ch'al pulis il scal l'è malà	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		L'omu cu puliscia e scae ul'è maotu	Borghetto di Vara	Borghetto di Vara,La Spezia,Liguria	Gallo-Italico Ligure	
		l'omu cal pulissa 'l scali l'è malaviju	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		L'om che 'l neta le scale l'e' malat	Borgonato1	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om che 'l neta le scale l'e' malat	Borgonato2	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om che 'l neta le scale l'e' malat	Borgonato3	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om che 'l neta le scale l'e' malat	Borgonato4	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om che 'l neta le scale l'e' malat	Borgonato5	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om che neta le scale l'e' malat	Borgonato6	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Chel che neta le scale l'e' malat	Borgonato7	Corte Franca,Brescia,Lombardia	Orientale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L’omo che sneta e scae ze maeà	Borgoricco 1	Padova,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Cul om ch’al fa pulìd al scàli al è malàvi	Borgo San Martino	Borgo San Martino,Alessandria,Piemonte	Alto piemontese	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L’ómen che ’l néta li sc’càla l’é malà	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		L’omo che neta le scale l’è malà	Bovolone	Bovolone,Verona,Veneto	Veronese	
		L’omo che neta e scae, el ze maeà	Briana	Noale,Venezia,Veneto	Centro-settentrionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		omessa	Brione	Brione,Brescia,Lombardia	Orientale	
		L'om cu pulisc le score u lè marovi	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
		L'on che neta le scale lè malà	Calalzo di Cadore	Calalzo di Cadore,Belluno,Veneto	Ladino Cadorino	
		L'om chel neta zo i hcale lè malat	Calcinate	Calcinate,Bergamo,Lombardia	Orientale	
		L’omo che neta e scale lè malà	Caldogno	Caldogno,Vicenza,Veneto	Meridionale	 | agg | clit 3 | clit masch | clit sogg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'ommu che u pulisce ei score l'è marotu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		L’om che al pulida la scali a l’e malavi	Calliano	Asti,Asti,Piemonte	Alto piemontese	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'omo che sneta e scae el ze maà	Camisano Vicentino	Camisano Vicentino,Vicenza,Veneto	Meridionale	 | agg | clit 3 | clit masch | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'omo che sneta e scàe ze maeà	Campagnola	Brugine,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om ch'u pulis re scare u l'è marot	Carcare	Carcare,Savona,Liguria	Gallo-Italico Ligure	
		L'omo che zneta e scae el zé malà	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		L’omo che snéta e scae ze maeà	Carmignano di Brenta1	Carmignano di Brenta,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'hom cal pulis el scheli l'é malè	Carpi	Carpi,Modena,Emilia Romagna	Occidentale	
		L'òm& ke i pulíS le Skale i è malát	Carrara	Carrara,Massa-Carrara,Toscana	Lunigiano	
		L'ommu cu pulisce e sche u l'è marottu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		L'om che neta jù la sceles (l')è malà	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		'l om che neta le scale 'l è malà	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		L'on cal neta li scialis a l'è malat	Cesarolo1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		L'omo c'al neta li scialis a l'è malat	Cesarolo2	San Michele al Tagliamento,Venezia,Veneto	Centro-settentrionale	
		L'oman che puless al scheli, l'è malè	Cesena2	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		L' on che neta le scale l è malà	Cesiomaggiore	Cesiomaggiore,Belluno,Veneto	Centro-settentrionale	
		L'ommu ch'u pulisce e sche u l'è marottu	Chiavari1	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		L'ommu cu pulisce ee sche u l'è marottu	Chiavari2	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		L’on che neta le scale l’è malà	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Chel'omo che nete le scale xè malà	Chioggia	Chioggia,Venezia,Veneto	Lagunare	
		L'omu che netesa e scae l'è maotu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Al vuon ch'al neta le sale al è malà	Cimolais	Cimolais,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Al on che neta le scale l’è malà	Cirvoi	Belluno,Belluno,Veneto	Centro-settentrionale	
		Al vuon ch'al neta le sale a l'è malà	Claut	Claut,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L'omo che pulisce le scale è malato	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		L'ɔm k al nɛto la škalos al e malaat	Collina	Forni Avoltri,Udine,Friuli Venezia Giulia	Friulano Carnico	
		L’ omo ch’ el neta le scale l’ e’ mala’	Colognola ai Colli	Colognola ai Colli,Verona,Veneto	Veronese	
		Quell omm ch'a neta su i scar l'è marat	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		L'on ch'al neta li scialis al è malat	Cordenons	Cordenons,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L'omo che 'l sneta e scàe ze maeà	Correzzola	Correzzola,Padova,Veneto	Meridionale	 | agg | clit masch | clit sogg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L' ël che rumëna sö les stighes è püre	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		L'omo che neta e scaee e ze maà	Due Carrare	Due Carrare,Padova,Veneto	Meridionale	 | agg | clit 3 | clit masch | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'omo che neta e scae xe maà	Due Carrare2	Due Carrare,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'omo che neta e scae ze maà	Due Carrare3	Due Carrare,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'uan ch'al neta le sale l'è malè	Erto	Erto e Casso,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L’omo che snéta e scae l’è maeà	Facca	Cittadella,Padova,Veneto	Meridionale	 | agg | clit 3 | clit masch | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Chel om che neta le scale le malà	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		L’on che neta e scale l’è malà.	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		L'on che l neta le scale l'e malà	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		L'ommu che passa e scae l'è maottu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		L'oman che al puliss il scal lè malà	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		L'òman cal pulis il scal l'è malà	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		L'ommu cu pulisce e score u l'è marottu	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		L'uomo che pulisce le scale l'è malato	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		L'oman ch'e' pules al scheli l'è malé	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		L’ómen che’l néta li scali l’é amalà	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		L’omo che snéta e scae ze maeà	Galliera Veneta	Galliera Veneta,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L’omo che snéta e scae ze maeà	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L’omo che néta e scae l’è maeà	Gazzo	Gazzo,Padova,Veneto	Meridionale	 | agg | clit 3 | clit masch | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L’omo chel neta le scale l’è malà	Gazzolo	Arcole,Verona,Veneto	Veronese	
		L’omo che neta e scale e xè malà	Ghizzole di Montegaldella	Montegaldella,Vicenza,Veneto	Meridionale	 | agg | clit sogg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		Il fantat (il frut) che neta li scialis 'l è malat	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		L'om chel pulesc li schel lè maled	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		L'ómen che 'l néta gió i scali l'é malà	Grosio	Grosio,Sondrio,Lombardia	Alpino	
