Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		--> testo vuoto <---	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Leggi e rleggi sempre l'istesso libbro	Osimo	Osimo,Ancona,Marche	Anconetano	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Liédi e tórna a liédi sémpar cal lìbar	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Te lezi e rilezi sempre eo stesso libro	Padova3	Padova,Padova,Veneto	Meridionale	
		Te lezi e rilezi sempre el stesso libro	Padova4	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit masch | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti te lezi e te rilezi sempre el stesso libro	Padova5	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | sogg prev | sogg pron | sogg sing | trans | 
		Te lezi e te rilezi sempre el stesso libro	Padova6	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e rilezi sempre el stesso libro	Padova7	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre el stesso libro	Padova8	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Lezi e rilezi sempre eo steso libro	Padova9	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		non tradotta	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Te lezi e te rilezi sempre el stesso libro	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre el stesso libro	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te lezi sempre el stesso libro	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre el stesso libro	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre el stesso libro	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lesi e te rilesi sempre eo stesso libro	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lesi e te rilesi sempre eo stesso libro	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Lezi e rilezi sempre el steso libro	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		E 't lesi e 't rilesi sempe li stess libre	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		El leze e rileze sempre el stesso libro	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 3 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e rilezi sempre o stesso libro	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre el stesso libro	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		T lezi et rilezi sempre er meiximu libr	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Liede e torna a liede sèmpre chel libro	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		omessa	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		Te lese e te rilese sempre el stesso libro	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Te lede e te rilede sempre al solito libro	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Tu leis e tu tornis a lei simpri el stes libri	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te continui lezere sempre lo steso libro	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | agg | avv aspet | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te léset e te riléset semper ch’el liber	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		Ti lesi e rilesei sempre u mezimu libbru	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Tu leis e tu tornis a lei simpri el stes libri	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Lezes semper el stes liber	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | agg | avv aspet | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Lesi e rilesi de lungu uu stesu libru	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		T'lese e t'rulese sempre li stes libre	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		At lese et rilese sempe l stes liber	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Te liese e te torne a liese semper el stes liber	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Tu leie e (tu) erleie toutio lou meme libbre	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		Te lezi e rilezi sempre el stesso libro	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Lezes e rilezes semper chel liber	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv aspet | coord verbi | dimostr | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Lezes e rilezes semper el stes liber	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre lo stesso libro	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		Lesi e rilesi sempre lo stesso libro	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Te lesi e te rilesi sempre el stesso libro	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		non tradotta	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit masch | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sèmpre el stesso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e rilexi sempre o steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit masch | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit masch | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sèmpre el stesso libro	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sèmpre el stesso libro	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre lo steso libro	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lexi e te rilexi sempre o steso libro	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | agg | avv aspet | clit 2 | clit masch | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lexi e te rilexi sempre el steso libro	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		?i ti les e 'i ti tornis a lesi sempri il stes libri	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		I' ti lezis e ti rilezis sempri 'l stess libri	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Te lezi e te rilezi sempre el steso libro	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		Ti te lezi continuamente el stesso libro	San Pietro in Gu1	San Pietro in Gu,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | sogg pron | trans | 
		Te lezi e te rilezi sempre el stesso libro	San Pietro in Gu2	San Pietro in Gu,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre el soito libro	Santa Croce Bigolina	Cittadella,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre el stesso libro	Santa Maria di Sala	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre chel libro	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre el solito libro	Santa Maria di Sala 2	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ma te sì sempre drio lezere chel libro!	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | dimostr | fless 2 | gerundio composto | inf sempl | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti lezi e ti rilezi sempre el stesso libro	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e rilezi sempre el stesso libro	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lezi e te rilezi sempre el stesso libro	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Ti lesi e ti turni a lese de lungu u mezimu libru	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		Te s'é sémpar adrè a léensc' quel libar	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		Te lezi e te rilezi sempre el steso libro	Schio	Schio,Vicenza,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te liejes y liejes for l medem liber	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Leze e rileze sempre eo steso libro	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Te lescesc e te lescesc sempri al sctes libro	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		Te lezi e rilezi sempre lo steso libro	Solesino	Solesino,Padova,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		non tradotta	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		Ti lezi e ti rilezi sempre u stessu libru	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		--> testo vuoto <---	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		non tradotta	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		Ti liesi e ti torni a liesi sempri il stessi libri	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		Lezi e rilezi sempre lo steso libro	Teolo	Teolo,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Ezi e rilezi sempre lo stesso libro	Terranegra	Padova,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Lesi e rilesi sempre el steso libro	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Te lede e te rilede sempre al steso libro	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		non tradotta	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		It lese an continuassion l'istess liber	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		It lese e it arlese sempe l'istess liber	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		It les e 't arlese sempre istess liber	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		It lesi an continoassion el midem liber	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		It lese e it rilese sempre l'istess liber	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		Lisci e rlisci sèmbre u stessu livru	Treia	Treia,Macerata,Marche	Maceratese	
		Te legi e te torni leger sempre l'isteso libro	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		non tradotta	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Lisce e relisce sémbe ‘u stèsse libbre	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Stè lisce e relisce sémbe ‘u stèsse libbre	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Lezi e rilezi sempre el stesso libro	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Ta legiasc e ta rilegiasc sempri al stes libro	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		--> testo vuoto <---	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		ti legi e ti pairi a lege u meizimu libru	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		non tradotta	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Lene e rilene sempar al stes libar	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Ti exi e riexi sempre el stesso ibro	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti Åezi de continuo Åo stesso Åibro	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Ti exi e ti riexi sempre eo stesso libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | 
		Ti exi e ti riexi sempre el stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Exi e riexi sempre eo stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Exi e ti riexi sempre el stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Ti exi  ti riexi sempre eo stesso libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso ibro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el soito libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit masch | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		El exe e el riexe sempre eo stesso libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 3 | clit masch | clit sogg | coord verbi | fless 2 | fless 3 = fless 6 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ti exi e ti riexi sempre el stesso libro	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lesi e te rilesi sempre 'l stesso libro	Verona	Verona,Verona,Veneto	Veronese	
		Te lezi e te rilezi sempre el stesso libro	Veternigo	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre steso libro	Vicenza	Vicenza,Vicenza,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre steso libro	Vicenza2	Vicenza,Vicenza,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		El lede e l rilede sempre el stesso libro	Vidor	Vidor,Treviso,Veneto	Centro-settentrionale	
		Lesi e rilesi sempre lo stess libro	Vidor2	Vidor,Treviso,Veneto	Centro-settentrionale	
		Te lenc’ e te rilenc’ sempär quel libbär	Villa di Chiavenna	Villa di Chiavenna,Sondrio,Lombardia	Alpino	
		Ta légiat e rilégiat sempri li stess libru	Villa di Tirano	Stazzona,Como,Lombardia	Alpino	
		Lezito e rilezito sempre lo stesso libro?	Villafranca Padovana	Villafranca Padovana,Padova,Veneto	Meridionale	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | sogg encl | trans | 
		Te lezi e te rilezi sempre steso libro	Villaverla	Villaverla,Vicenza,Veneto	Meridionale	 | agg | avv aspet | clit 2 | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		--> testo vuoto <---	Villorba	Villorba,Treviso,Veneto	Centro-settentrionale	
		Lesi e rilesi sempre el stesso libro	Zero Branco	Zero Branco,Treviso,Veneto	Centro-settentrionale	
		Ti ezi e ti riezi sempre el stesso libro	Zianigo	Mirano,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Ezi e riezi sempre el stesso libro	Zianigo2	Mirano,Venezia,Veneto	Lagunare	 | agg | avv aspet | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | pro | trans | 
		Ti ezi e ti rilezi sempre el stesso libro	Zianigo3	Mirano,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre’l stesso libro	Zianigo4	Mirano,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre el stesso libro	Zianigo5	Mirano,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
		Te lezi e te rilezi sempre el stesso libro	Zianigo6	Mirano,Venezia,Veneto	Lagunare	 | agg | avv aspet | clit sogg | coord verbi | fless 2 | indic pres | ogg def | ogg dir | ogg masch | ogg sing | trans | 
						
2.0	126.0	L'uomo che pulisce le scale è malato				 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'ommu ch'u pulisce e score u l'è marotu	Alassio	Alassio,Savona,Liguria	Gallo-Italico Ligure	
		L’om ch’u pulida re scale u r’è malavi	Alba	Alba,Cuneo,Piemonte	Alto piemontese	 | agg | essere | fless 3 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | rel restr | sogg def | sogg masch | sogg nom | sogg prev | trans | WH sogg | 
		L'om cal neta li scali l'è malat	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		L’om che neta su le scale l’è malà	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’om che neta le scale l’è malà	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’om che el neta le scale, l’è malà	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L'homm qu pulisc i scoora u l'à maroot	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
