Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Al marc’ che ’l rìva dumàn al se ciàma Màrio	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		El butel che riva doman el se ciama Mario	Bovolone	Bovolone,Verona,Veneto	Veronese	
		El tozo che riva doman, el se ciama Mario	Briana	Noale,Venezia,Veneto	Centro-settentrionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		omessa	Brione	Brione,Brescia,Lombardia	Orientale	
		U munot cu riva duman u sciama Mario	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
		non tradotta	Calalzo di Cadore	Calalzo di Cadore,Belluno,Veneto	Ladino Cadorino	
		Al scet chel ria domà al sa cama Mario	Calcinate	Calcinate,Bergamo,Lombardia	Orientale	
		El toso che riva doman se ciama Mario	Caldogno	Caldogno,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Ei fio che u ruvva duman us ciamma Mariu	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		Al mat che a ruva duman as ciama Marco	Calliano	Asti,Asti,Piemonte	Alto piemontese	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tosato che riva doman el ze ciama Mario	Camisano Vicentino	Camisano Vicentino,Vicenza,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Campagnola	Brugine,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Er fjo ch'u riva duman u s'ciama Mariu	Carcare	Carcare,Savona,Liguria	Gallo-Italico Ligure	
		El tozo che riva doman el se ciama Mario	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		El tozo che riva doman se ciàma Mario	Carmignano di Brenta1	Carmignano di Brenta,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Al ragas ch'ariva edman al s' ciama Mario	Carpi	Carpi,Modena,Emilia Romagna	Occidentale	
		L fant ke i arív domàn i S& ciam& Mario	Carrara	Carrara,Massa-Carrara,Toscana	Lunigiano	
		U zuene cu l'arrive dumen u se ciame Mariu	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		L tous che rua doman (l')à inom Mario	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		El tosat che luga doman 'l à nom Mario	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		Il fantasin cal riva doman si clama Mario	Cesarolo1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Il sovin c'al riva doman a'l si clama Mario	Cesarolo2	San Michele al Tagliamento,Venezia,Veneto	Centro-settentrionale	
		E regaz ch'l'arriva admein u's cieme Mario	Cesena2	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Al tosat che riva doman al se ciama Marco	Cesiomaggiore	Cesiomaggiore,Belluno,Veneto	Centro-settentrionale	
		U figgieu ch'u l'arrive duman u se ciamma Mariu	Chiavari1	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		U fante cu l'arrive dumman u se ciamme Mario	Chiavari2	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		Al tosat che riva doman al se ciama Mario	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		--> testo vuoto <---	Chioggia	Chioggia,Venezia,Veneto	Lagunare	
		U regasu ch'aria duman u se ciama Mariu	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Al canai ch'al riva duman se ciama Mario	Cimolais	Cimolais,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		--> testo vuoto <---	Cirvoi	Belluno,Belluno,Veneto	Centro-settentrionale	
		Al canai ca riva duman a se ciama Mario	Claut	Claut,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Il ragazzo che arriva doamni (e') si chiama Mario	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Il puem k al rivo deman a ši klamo Mario	Collina	Forni Avoltri,Udine,Friuli Venezia Giulia	Friulano Carnico	
		El butelo che riva doman el se ciama Mario	Colognola ai Colli	Colognola ai Colli,Verona,Veneto	Veronese	
		Quel fioo ch'a riva duman al sa ciama Mario	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Al fantat ch'al riva doman al se clama Mario	Cordenons	Cordenons,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		El toso che riva doman se ciama Mario	Correzzola	Correzzola,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		non tradotta	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		El toso che riva doman ze ciama Mario	Due Carrare	Due Carrare,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Due Carrare2	Due Carrare,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che vien doman se ciama Mario	Due Carrare3	Due Carrare,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Al canai ch'al riva doamn al se ciama Mario	Erto	Erto e Casso,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		El tozo che riva doman se ciàma Mario	Facca	Cittadella,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		non tradotta	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		El tosat che riva doman el se ciama Mario.	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		El tosat che l riva doman el se ciama Mario	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		U regassu cu l'aria duman u se ciamma Mariu	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		non tradotta	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Al ragazét kal riva admàn als ciama Mario	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		U suenu cu riva duman u se ciama Mario	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Il ragazzo che l'arriva domani (e) si chiama Mario	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		E ragaz ch'l'ariva dmen u's cema Mario	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Al maión che’l riva domen al se cema Mario	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		El tozo che vien doman se ciàma Mario	Galliera Veneta	Galliera Veneta,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciàma Mario	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciàma Mario	Gazzo	Gazzo,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso chel riva doman el se ciama Mario	Gazzolo	Arcole,Verona,Veneto	Veronese	
		El toso che riva doman se ciama Mario	Ghizzole di Montegaldella	Montegaldella,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		/	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		non tradotta	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		Al ràis che 'l rìva dumàn al se ciàma Màriu	Grosio	Grosio,Sondrio,Lombardia	Alpino	
		El butel che riva doman el se ciama Mario	Illasi	Illasi,Verona,Veneto	Veronese	
		El sćet che ’l ria dumà el sa ciama Mario	Iseo1	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che ria duma' el sa ciama Mario	Iseo2	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che ria duma' el sa ciama Mario	Iseo3	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El gnaro che ria duma' se ciama Mario	Iseo4	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit rifless | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che 'l ria duma' el sa ciama Mario	Iseo5	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che ria doma' el sa ciama Mario	Iseo6	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che ria duma' sa ciama Mario	Iseo7	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit rifless | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El sccet che ria duma' sa ciama Mario	Iseo8	Iseo,Brescia,Lombardia	Orientale	 | avv temp | clit rifless | fless 3 = fless 6 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tosat che riva doman el se ciama Mario	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		--> testo vuoto <---	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		'R fante ch'i riva doman i se ciama Mario	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		El tozat che rua doman el se ciama Mario	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		El bagaj ch'el ruarà duman el se ciama Mario	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El toso che riva doman ze ciama Mario	Lion	Albignasego,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		omessa	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		Al marc' c'al luga domàn l'è i nóm Mario	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		El gnaro che rie dumà el se ciama Mario	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		non tradotta	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al frut che'l riva doman si clama Mario	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		El toso che riva doman e se ciama Mario	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Al ragas ca riva adman as ciama Mario	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		AL gnarel che l'ria dumà al se ciama Mario	Malonno	Malonno,Brescia,Lombardia	Orientale	
		El tozo che riva doman se ciama Mario	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		El toso chel riva doman el se ciama Mario	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciama Mario	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		El fio che'l riva duman el se ciama Mario	Milano2	Milano,Milano,Lombardia	Occidentale	
		El fio che (l) riva duman el se ciama MArio	Milano3	Milano,Milano,Lombardia	Occidentale	
		El fio che l riva duman el  se ciama Mario	Milano4	Milano,Milano,Lombardia	Occidentale	
		--> testo vuoto <---	Mirano	Mirano,Venezia,Veneto	Meridionale	
		El fio che riva doman se ciama Mario	Mirano	Mirano,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El frutat chel riva doman si clama Mario	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		'L gnarel che rua domà l'ha inom Mario	Monno	Monno,Brescia,Lombardia	Orientale	
		El toso che riva doman se ciama Mario	Monselice	Monselice,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Al canai ch'al riva doman a se clama Mario	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		El tosat che'riva doman (el) se ciama Mario	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		non tradotta	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El toso che riva doman se ciama Mario	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		--> testo vuoto <---	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		U fio cu riva duman u se ciamma Mariu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Lu ragazzo che ria duma' si chiama Mario	Osimo	Osimo,Ancona,Marche	Anconetano	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Cal riédu c rùa dumàn s ciàma Mariu	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		El toso che riva doman se ciama Mario	Padova3	Padova,Padova,Veneto	Meridionale	
		El toso che riva doman se ciama Mario	Padova4	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman el se ciama Mario	Padova5	Padova,Padova,Veneto	Meridionale	 | avv temp | clit masch | clit rifless | clit sogg | doubling | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Padova6	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Padova7	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El ragazo che riva doman se ciama Mario	Padova8	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman ze ciama Mario	Padova9	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		non tradotta	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		El tozo che riva doman se ciama Mario	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciama Mario	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciama Mario	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozato che riva doman se ciama Mario	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman s el ciama Mario	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		ER fiol cha ruva duman a 's ciama Mario	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		El toso che riva doman se ciama Mario	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman el se ciama Mario	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doma se ciama Mario	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Er fio cu riva duman us ciamma Mariu	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Al tos che rua doman l’ha nòme Mario	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		omessa	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		El fiol che el riva doman se ciama Mario	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Al tosat che riva doman al se ciama Mario	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		El frutat ch'al rive doman si clame Mario	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El toso che riva doman se ciama Mario	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El fiöl che ria dumá ‘l se ciamo Mario	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		U figgio ch'ariva duman u se ciamma Mariu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		El frut che al rive doman si clame Mario	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El putel che ven doman el se clama Mario	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El putel che ven doman el g'ha nom Mario	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | clit 3 | clit loc | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		Er fante ch'i riva duman i se ciama Mariu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		U cit ca rua duman a se sciama MAriu	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Al fiol cai rua duman a se sciama Mario	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		Chel tosat che rua doman el se ciama Mario	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		Lou filh qu'aribbo deman al è a nom Mario	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		El tozo che riva doman se ciama Mario	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		Chel put che ven doman el se clama Mario	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | clit rifless | clit sogg | dimostr | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El putel che ven doman el se clama Mario	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv temp | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman el se ciama Mario	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		El toso che riva doman se ciama Mario	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		El fio (toso) che riva doman se ciama Mario	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		non tradotta	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		El toxo che riva doman el se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxato che riva doman se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El puteo che riva doman se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxo che riva doman se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxato che riva doman el se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxo che riva doman el se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxo che 'l riva doman el se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxo che vien doman se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman se ciama Mario	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman se ciàma Mario	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tozo che riva doman el se ciàma Mario	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit masch | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El tosato che riva doman se ciama Mario	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman el se ciama Mario	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toso che riva doman el se ciama Mario	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv temp | clit 3 | clit rifless | clit sogg | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
		El toxo che riva doman se ciama Mario	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | avv temp | clit rifless | fless 3 | inacc | indic pres | N proprio | rel restr | sogg def | sogg masch | sogg nom | sogg prev | WH sogg | 
