Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Se varda e se rivarda sempre in specio	Lion	Albignasego,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		omessa	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		Al sèghita a ciutès int i'l spéc'	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		El se arda e el se riarda semper a l'e spec	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		non tradotta	Longare	Longare,Vicenza,Veneto	Meridionale	
		Al si ciala e'l torna a cialaasi simpri tal spieli	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		El se varda e el se rivarda sempre a specio	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		La se varda e la se rivarda sempre a specio	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		As varda e rivarda sempar al specc	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		Al seguita a ardas an spech	Malonno	Malonno,Brescia,Lombardia	Orientale	
		El se varda e el se rivarda sempre al specio	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		El se varda e l se rivarda sempre al specio	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se rivarda sempre al specio	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El/a se varda e rivarda sempre in tel specio	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		El/a se varda e rivarda sempre al specio	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		El se guarda e el se riguarda semper in del spec	Milano2	Milano,Milano,Lombardia	Occidentale	
		El se guarda e l se riguarda nel spec	Milano3	Milano,Milano,Lombardia	Occidentale	
		Se guarda e l se riguarda semper intel spec	Milano4	Milano,Milano,Lombardia	Occidentale	
		--> testo vuoto <---	Mirano	Mirano,Venezia,Veneto	Meridionale	
		El se varda e’l se rivarda sempre al specio	Mirano	Mirano,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Si guala e si riguala tal spieli	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		'L se varda e 'l turna a vardas semper tel specc	Monno	Monno,Brescia,Lombardia	Orientale	
		Ea se varda e se rivarda so chel specio	Monselice	Monselice,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Ea se varda e se rivarda so chel specio	Monselice	Monselice,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Ea se varda e se rivarda so chel specio	Monselice	Monselice,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e se el rivarda a specio	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e se el rivarda a specio de continuo	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP avv | PP def | PP loc | PP sing | pro | 
		A se varda e rivarda sempre in tal speciu	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		El se varda e el se rivarda sempre int el specio	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		non tradotta	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		A se varda e rivarda sempre al specio	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		--> testo vuoto <---	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		U se mia e u se remia in tu speggiu	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Se guarda e sse rguarda sempre nte lu specchio	Osimo	Osimo,Ancona,Marche	Anconetano	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Non traducibile alla lettera. Quindi: É sémpar dòi a vardàsi inz par al spéciu	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		El (ea) se varda e el (ea) se rivarda sempre al specio	Padova3	Padova,Padova,Veneto	Meridionale	
		El se varda e 'l se rivarda sempre al specio	Padova4	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit cluster | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Eo se varda e se rivarda sempre al specio	Padova5	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | sogg masch | sogg prev | sogg pron | sogg sing | 
		El se varda e el se rivarda sempre al specio	Padova6	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El se varda e 'l se rivarda sempre al specio	Padova7	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Ea se varda e se rivarda sempre ao specio	Padova8	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El se varda e rivarda sempre al specio	Padova9	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		non tradotta	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		El se varda e’l se rivarda sempre al specio	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		E a se varda e se rivarda sempre al specio	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		Se varda e rivarda sempre al specio	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e’l se rivarda sempre al specio	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El se varda e 'l se rivarda sempre al specio	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e se rivarda sempre al specio	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El se varda e se rivarda sempre ao specio	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		A 's beica e a turna a beichesse sempe a ru specc	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
		El se varda el se rivarda sempre al specio	Pontevigodarzere 1	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El se varda el se rivarda sempre al specio	Pontevigodarzere 2	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda el se rivarda sempre al specio	Pontevigodarzere 3	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		U s mira e us rimira sempre au spegia	Pontinvrea	Pontinvrea,Savona,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Pozza di Fassa	Pozza di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		Al se varda e l se torna vardà a specio	Pozzale di cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		omessa	Prà del Torno	Angrogna,Torino,Piemonte	Alto piemontese	
		El se varda e rivarda sempre in tel specio	Pramaggiore	Pramaggiore,Venezia,Veneto	Centro-settentrionale	
		Al se varda e al se torna a vardar sempre tel specio	Puos d'Alpago	Puos d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Si cjale e al torne a cjalasi simpri in tal spieli	Qualso	Reana del Rojale,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te continui vardarte ao specio	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | avv aspet | clit 2 | clit masch | clit ogg dir | clit rifless | inacc | indic pres | PP def | PP loc | PP sing | 
		Te te vardi ao specio ogni du secondi	Quinto Vicentino	Quinto Vicentino,Vicenza,Veneto	Meridionale	 | avv aspet | clit 2 | clit cluster | clit masch | clit rifless | fless 2 | inacc | indic pres | PP def | PP loc | PP sing | 
		Le semper adré a vardass e a rivardass ‘ndel spec	Redondesco	Redondesco,Mantova,Lombardia	Mantovano	
		U s amia e u se remia sempre in tu spegiu	Reisoni	Fontanigorda,Genova,Liguria	Gallo-Italico Ligure	
		Si ciale e si torne a cialà simpri tal spieli	Remanzacco	Remanzacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		El seita a vardarse ent el spegel	Revò	Revò,Trento,Trentino Alto Adige	Ladino-anaunico	 | clit 3 | clit rifless | clit sogg | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | progress | 
		I se mia e i si se remia de lungu as speciu	Riomaggiore	Riomaggiore,La Spezia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Rivai di Arsiè	Arsiè,Belluno,Veneto	Centro-settentrionale	
		As varda e as rivarda sempre a lu spec	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		As varda e as rivarda a lu spec	Riva presso Chieri	Chieri,Torino,Piemonte	Alto piemontese	
		La se verda semper ite 'l specio	Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		A s' beico e s' touerno toutio beicà a miralh	Rodoretto	Prali,Torino,Piemonte	Provenzale	
		A se varda e rivarda sempre al specio	Romano D'Ezzelino	Romano d'Ezzelino,Vicenza,Veneto	Meridionale	
		La se varda e la se rivarda semper ent el spegel	Ronzone	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se rivarda semper ent el spegel	Ronzone 2	Ronzone,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		La se varda e la se rivarda sempre in tel specio	Rovigo	Rovigo,Rovigo,Veneto	Meridionale	
		El varda el se rivarda sempre neo specio	Rovolon	Rovolon,Padova,Veneto	Meridionale	
		Se varda sempre al specio	Salzano	Salzano,Venezia,Veneto	Centro-settentrionale	
		non tradotta	San Leonardo	Badia/Abtei,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Se varda e a se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se revarda sèmpre al spècio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e se rivarda sèmpre al spècio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se rivarda smepre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se rivarda e 'l se rivarda al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e 'l se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e se rivarda sèmpre al spècio	San Martino di Lupari1	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se rivarda sèmpre al spècio	San Martino di Lupari2	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e se rivarda sempre al specio	San martino di lupari 3	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari 4	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e ' l se rivarda sempre al specio	San Martino di Lupari 5	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari 6	San Martino di Lupari,Padova,Veneto	Centro-settentrionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		A se varda e a se rivarda sempre al specio	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e 'l se rivarda sempre al specio	San Martino di Lupari 7	San Martino di Lupari,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Al si vuarda e al si torna a vuardà sempri tal spieli	San Michele al Tagliamento1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		A' si vuarda e si torna a vuardà sempri tal spieli / Al è sempri ch'a si varda e si torna a vuardà davant dal spieli	San Michele al Tagliamento2	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		El se varda e el se rivarda sempre al specio	San Pietro in Gu	San Pietro in Gu,Padova,Veneto	Meridionale	
		El se varda continuamente al spècio	San Pietro in Gu1	San Pietro in Gu,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		A se varda e a se rivarda sempre al spècio	San Pietro in Gu2	San Pietro in Gu,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se rivarda sempre al spècio	Santa Croce Bigolina	Cittadella,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e se rivarda sempre al specio	Santa Maria di Sala	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		Quea se varda e se rivarda sempre sol speccio	Santa Maria di Sala 1	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | sogg def | 
		Se varda e se rivarda sempre al specio	Santa Maria di Sala 2	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		A se varda e a se rivarda sempre al specio	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda el se rivarda sempre davanti el specio	Santa Maria di Sala 3	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e se rivarda sempre al specio	Santa Maria di Sala 4	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		A se varda e a se rivarda sempre al specio	Santa Maria di Sala 5	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | avv aspet | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		A se miya e a se remiia de lungu in tu spegiu / a nu fa che miiase in tu spegiu	Savona	Savona,Savona,Liguria	Gallo-Italico Ligure	
		La se remìra sémpar in dal sc'pécc	Schenone	Samolaco,Sondrio,Lombardia	Alpino	
		E sevìta a vardarse su pal specio	Schio	Schio,Vicenza,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | inf sempl | PP def | PP loc | PP sing | pro | 
		L se cëla y cëla for inò tl spiedl (lui) / La se cëla y cëla for inò tl spiedl (lei)	Selva di Val Gardena	Selva di Val Gardena/Wolkenstein in Groeden,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Ea se varda e se rivarda sempre ao specio	Selvazzano Dentro	Selvazzano Dentro,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Frase non tradotta	Semogo	Valdidentro,Sondrio,Lombardia	Alpino	
		E se varda e se rivarda sempre a o specio	Solesino	Solesino,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		non tradotta	Tabarchino	Calasetta,Carbonia-Iglesias,Sardegna	Gallo-Italico Ligure	
		U se mia e u se turna a mià sempre au speiu	Taggia	Taggia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Taglio di Po1	Taglio di Po,Rovigo,Veneto	Meridionale	
		--> testo vuoto <---	Taglio di Po2	Taglio di Po,Rovigo,Veneto	Meridionale	
		non tradotta	Tai di Cadore	Pieve di Cadore,Belluno,Veneto	Ladino Cadorino	
		A si vuarda e a si torna vuardà sempri tal spieli	Teglio Veneto	Teglio Veneto,Venezia,Veneto	Friulano Occidentale	
		Ea se varda e se rivarda sempre ao specio	Teolo	Teolo,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		Ea se varda e se rivarda sempre al specio	Terranegra	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 3 | clit 3 | clit femm | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		el se varda e el se rivarda sempre al specio	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Al se varda al se torna sempre a vardar tel specio	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		non tradotta	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		As varda a le specc an continuassion	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		As guarda e as arguarda sempe a le specc	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		As varda e a torna  vardesse sempre a le specc	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		A l'è sempi lì ch'as varda 'nt le specc	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		As guarda e as guarda torna sempre a lè specc / As gurda sempre a lè specc	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		Se guarda e se rguarda (se mira e se rimira) sèmbre lì u specchju	Treia	Treia,Macerata,Marche	Maceratese	
		El si varda e torna a vardarse in tel specio	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		non tradotta	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Se chiaménde ‘nnànze e ‘rréte sèmbe àu spècchie	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		El se varda e el se rivarda in tel specio sempre	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		--> testo vuoto <---	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Al se guarda e al se riguarda sempri al spec	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		--> testo vuoto <---	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		U se garda e u paira a gardase int u speiu	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		non tradotta	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Al sa varda e al sa rivarda in da spec	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Se vada e rivarda sempre al specio	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda de continuo al specio	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | fless 3 | inacc | indic pres | PP | PP avv | PP def | PP loc | PP sing | pro | 
		Se vada e se rivarda sempre ao specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se vada e el se rivarda sempre al specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | 
		Se vada e el se rivarda sempre in specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se varda e el se rivarda sempre ao specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | 
		Se varda e el se rivarda sempre al specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | 
		Se vada e se rivarda sempre alo specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit rifless | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		El se varda e el se rivarda sempre al specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | 
		Se vada e el se rivarda sempre al specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
		Se vada e el se rivarda sempre al specio	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | avv aspet | clit 3 | clit 3 | clit masch | clit rifless | clit sogg | coord verbi | fless 3 | fless 3 = fless 6 | inacc | indic pres | PP def | PP loc | PP sing | pro | 
