Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Mi so nato qua e conosso ben el paese	Terranegra	Padova,Padova,Veneto	Meridionale	 | aux E | avv loc | avv mod | coord frase | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua, conoso ben el paese	Tezze sul Brenta	Tezze sul Brenta,Vicenza,Veneto	Meridionale	
		Mi son nasest qua, conose ben al paese	Tignes di Pieve d'Alpago	Pieve d'Alpago,Belluno,Veneto	Centro-settentrionale	
		Iu nasü chi, i cunios ben al pais	Tollegno	Tollegno,Biella,Piemonte	Basso piemontese	
		Mi i son nà sì, i conosso bin el pais	Torino1	Torino,Torino,Piemonte	Alto piemontese	
		Mi i son nà sì i conosso bin el pais	Torino2	Torino,Torino,Piemonte	Alto piemontese	
		I son nà ambelessì, i conosso bin el pais	Torino3	Torino,Torino,Piemonte	Alto piemontese	
		Mi i son nà beli qui, i cognosso ben el pais	Torino4	Torino,Torino,Piemonte	Alto piemontese	
		Mi i son nà ambelessì, i conosso bin el pais	Torino5	Torino,Torino,Piemonte	Alto piemontese	
		Io so’ natu qui, conoscio vène ‘u paese	Treia	Treia,Macerata,Marche	Maceratese	
		Mi son nato qua, conosso ben el paese	Trieste1	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Mi son nato qua, conoso ben el posto	Trieste2	Trieste,Trieste,Friuli Venezia Giulia	Triestino-giuliano	
		Ij sò nàte ddò, canòsceche bbéne ‘u pajis	Triggiano	Triggiano,Bari,Puglia	Apulo-barese	
		Mi(a) son nato chi(ve), (a) conoso ben el paese	Trissino	Trissino,Vicenza,Veneto	Meridionale	
		Mi son nato qua, conoso ben al paese	Valdagno	Valdagno,Vicenza,Veneto	Meridionale	
		Mi son nesciù chia e conosci ben al paes	Valfurva1	Valfurva,Sondrio,Lombardia	Alpino	
		Mi som nasciù chià, conosci ben al posct	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Mi som nasciù chià, conosci ben al posct	Valfurva2	Valfurva,Sondrio,Lombardia	Alpino	
		Mi sun  nasciuu chi, cunusciu ben u paise	Vallecrosia	Vallecrosia,Imperia,Liguria	Gallo-Italico Ligure	
		Mi son nato chi, conoso ben el paes	Valmorbia	Vallarsa,Trento,Trentino Alto Adige	Trentino orientale	
		Me a so nasu che, cugnusi be al paes	Vaprio d'Adda	Vaprio d'Adda,Milano,Lombardia	Occidentale	
		Mi so nato qua e conosso ben el paese	Venezia1	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		So nato qua, conosso ben el paese	Venezia 6	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so na qui e conosco ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 2 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so na qui conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua, conosco ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nata qua e conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua e conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua e conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua conosso ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi so nato qua e conosco ben el paese	Veneziano	Venezia,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | clit 1 | clit sogg | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | trans | 
		Mi son nato chì, conosso ben el paese	Verona	Verona,Verona,Veneto	Veronese	
		Mi so nato qua e conosso be’l me paese	Veternigo	Santa Maria di Sala,Venezia,Veneto	Meridionale	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi son nato qua, conoso ben el paese	Vicenza	Vicenza,Vicenza,Veneto	Meridionale	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi son nato qua e conoso ben el paese	Vicenza2	Vicenza,Vicenza,Veneto	Meridionale	 | aux E | avv loc | avv mod | coord frase | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi son nasest qua, conose ben el paese	Vidor	Vidor,Treviso,Veneto	Centro-settentrionale	
		Mi son nat qua, conose bel el paese	Vidor2	Vidor,Treviso,Veneto	Centro-settentrionale	
		Mi sóm nasciüüt chilò, conosci ben al paiis	Villa di Chiavenna	Villa di Chiavenna,Sondrio,Lombardia	Alpino	
		Só nassüü chilò, mi cugnussi bée stu paéss	Villa di Tirano	Stazzona,Como,Lombardia	Alpino	
		Mi so nato qua conosco ben el paese	Villafranca Padovana	Villafranca Padovana,Padova,Veneto	Meridionale	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi son nato qua, conoso ben il paese	Villaverla	Villaverla,Vicenza,Veneto	Meridionale	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi son nato quà e conoso ben el paese	Villorba	Villorba,Treviso,Veneto	Centro-settentrionale	
		Jo son nasù ca, al cognoso bon al paes	Vodo di Cadore	Belluno,Belluno,Veneto	Ladino Cadorino	
		Mi so nato qua, conosso ben el paese	Zero Branco	Zero Branco,Treviso,Veneto	Centro-settentrionale	
		Mi so nato qua, conosso be'l paese	Zianigo	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nata qua e conosso be’l paese	Zianigo2	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua e conosso be’l paese	Zianigo3	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qui e conosso be’l paese	Zianigo4	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua e conosco be el paese	Zianigo5	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua e conosso ben el paese	Zianigo6	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
		Mi so nato qua e conosso ben el posto	Zianigo6	Mirano,Venezia,Veneto	Lagunare	 | aux E | avv loc | avv mod | fless 1 | inacc | indic pass pross | indic pres | ogg def | ogg dir | ogg masch | ogg sing | partic | pro | sogg prev | sogg pron | trans | 
						
2.0	61.0	Non compri mai mele				 | avv aspet | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ti nu catti mai de mera	Alassio	Alassio,Savona,Liguria	Gallo-Italico Ligure	
		‘T cati maj i pum	Alba	Alba,Cuneo,Piemonte	Alto piemontese	 | avv aspet | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Te cumpret mai pom	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		No te tòi/compri mai pomi	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		No te compri mai pomi	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		No te compri mai pomi	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		T'en catti mai ed maire	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Ti no te compri mai pomi	Altavilla Vicentina	Altavilla Vicentina,Vicenza,Veneto	Meridionale	
		No te compri mai pomi	Alte Ceccato	Montecchio Maggiore,Vicenza,Veneto	Centro-settentrionale	
		No tues mai pomi, no	Amblar	Amblar,Trento,Trentino Alto Adige	Ladino-anaunico	 | avv aspet | fless 2 | indic pres | negaz discont | negaz postv | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		No tu compre mai mei	Andreis	Andreis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		No crompi mai miluz	Aquileia	Aquileia,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te ne cati mai di pomi	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		De meie ti nun acati mai	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		No te compri mai pomi	Arsiero	Arsiero,Vicenza,Veneto	Meridionale	
		Nu t'a cati maj de pumu	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		At cumpri mai pum	Bagnolo S. Vito	Bagnolo San Vito,Mantova,Lombardia	Mantovano	
		No tu compre mai meil	Barcis	Barcis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		A n'at compri mai d l'e mele	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | avv aspet | clit sogg espl | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Non accatti mai puma	Biancavilla	Biancavilla,Catania,Sicilia	Area orientale non metafonetica	
		T a n compar mai dal mail	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		T'an compri mai di pum	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Nu ti catti mai pomme	Borghetto di Vara	Borghetto di Vara,La Spezia,Liguria	Gallo-Italico Ligure	
		Tal crumpi maj pummi	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		Ta compret mai i pom	Borgonato1	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Borgonato2	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta copret mai le mele	Borgonato3	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Borgonato4	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Borgonato5	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Borgonato6	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Borgonato7	Corte Franca,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compri mai i pomi	Borgoricco 1	Padova,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg def | ogg dir | ogg plur | ogg plur | pro | trans | 
		At creumpi màj di pum	Borgo San Martino	Borgo San Martino,Alessandria,Piemonte	Alto piemontese	 | avv aspet | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ti te cómpresc mài póm	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		No te compri mai i pomi	Bovolone	Bovolone,Verona,Veneto	Veronese	
		No te compri mai pomi	Briana	Noale,Venezia,Veneto	Centro-settentrionale	 | avv aspet | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | trans | 
		Ti u crompa mai pom	Brione	Brione,Brescia,Lombardia	Orientale	
		Ten catti moi i mei	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
		No te compre mai pome	Calalzo di Cadore	Calalzo di Cadore,Belluno,Veneto	Ladino Cadorino	
		Ta compret mai i pom	Calcinate	Calcinate,Bergamo,Lombardia	Orientale	
		No te compri mai pomi	Caldogno	Caldogno,Vicenza,Veneto	Meridionale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | trans | 
		T'en catti mai d'mei	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		At cati mai i pum	Calliano	Asti,Asti,Piemonte	Alto piemontese	 | avv aspet | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te  compri mai i pomi	Camisano Vicentino	Camisano Vicentino,Vicenza,Veneto	Meridionale	 | avv aspet | fless 2 | indic pres | negaz prev | ogg def | ogg dir | ogg masch | ogg plur | pro | trans | 
		Ti te n'catti mai d'meji	Carcare	Carcare,Savona,Liguria	Gallo-Italico Ligure	
		No te compri mai pomi	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		Non te compri mai pomi	Carmignano di Brenta1	Carmignano di Brenta,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		Te'n camper mai di pom	Carpi	Carpi,Modena,Emilia Romagna	Occidentale	
		N t& kómp&r mai di pómi	Carrara	Carrara,Massa-Carrara,Toscana	Lunigiano	
		Nu ti acati mei de meie	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		No te compres mai pomes (de èlber)	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		No 'l stae mai comprà pom	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		No ti compris mai milus	Cesarolo1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		No ti compris mai milus	Cesarolo2	San Michele al Tagliamento,Venezia,Veneto	Centro-settentrionale	
		T'an cumpar mai d'al meili	Cesena2	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		No te compra mai pon	Cesiomaggiore	Cesiomaggiore,Belluno,Veneto	Centro-settentrionale	
		Ti n'accatti mai de meie	Chiavari1	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		Nu t'accattu de meie	Chiavari2	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		No te compra mai pon	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		No ti crompi mai pomi	Chioggia	Chioggia,Venezia,Veneto	Lagunare	
		Nu t'acati mai de meie	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		No to compra mei mei	Cimolais	Cimolais,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		No te cio mai pon	Cirvoi	Belluno,Belluno,Veneto	Centro-settentrionale	
		No tu compris mai miluz	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		No te crompa mai mei	Claut	Claut,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		(e') un compri mai le mele	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		No tu kompros mai mioi	Collina	Forni Avoltri,Udine,Friuli Venezia Giulia	Friulano Carnico	
		No te compri mai i poimi	Colognola ai Colli	Colognola ai Colli,Verona,Veneto	Veronese	
		Tu n to mai, da pomm	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		No te compris mai pons	Cordenons	Cordenons,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		No te compri mai pomi	Correzzola	Correzzola,Padova,Veneto	Meridionale	 | avv aspet | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		Ne cumpres mai poms	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		No te compri mai pomi	Due Carrare	Due Carrare,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compri mai pomi	Due Carrare2	Due Carrare,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | trans | 
		No te compri mai pomi	Due Carrare3	Due Carrare,Padova,Veneto	Meridionale	 | avv aspet | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		No to crompe mei pons	Erto	Erto e Casso,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		No te compri mai pomi	Facca	Cittadella,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compre mai pom	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		No te compra mai pon.	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		No tu compra mai pon	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		Nu ti catti mai de pumme	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		T'an compri mai di pum	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Tan comp(a)ri mai di pùm	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		Nu ti catti moi de meire	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		Te un tu compri mai mele	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		T'an cumpar mai al meli	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		Te’n crompesc mai de póm	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		No te tói mai mele	Galliera Veneta	Galliera Veneta,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compri mai pomi	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		Te tui mai pomi	Gazzo	Gazzo,Padova,Veneto	Meridionale	 | avv aspet | clit 2 | fless 2 | indic pres | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		A no te compri mai pomi	Gazzolo	Arcole,Verona,Veneto	Veronese	
		No compro mai pomi	Ghizzole di Montegaldella	Montegaldella,Vicenza,Veneto	Meridionale	 | avv aspet | fless 1 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No compris mai miluz	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te an compre mai li mel	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		Te crompès mai póm	Grosio	Grosio,Sondrio,Lombardia	Alpino	
		No te compri mai pomi	Illasi	Illasi,Verona,Veneto	Veronese	
		Ta compret mai i pom	Iseo1	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg def | ogg dir | ogg femm | ogg plur | pro | trans | 
		Ta compret mai pom	Iseo2	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Iseo3	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Iseo4	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Iseo5	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Iseo6	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Iseo7	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		Ta compret mai i pom	Iseo8	Iseo,Brescia,Lombardia	Orientale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compra mai pomi	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		No te compra mai pom	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		Te ne te cati mai di pomi	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		No te compre mei pom	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		TE cumpret mai i pom	Lecco	Lecco,Lecco,Lombardia	Orientale	
		No te compri mai pumi	Lion	Albignasego,Padova,Veneto	Meridionale	 | avv aspet | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		omessa	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		Ta tösc mai póm	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		Compret mai i pom	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		non tradotta	Longare	Longare,Vicenza,Veneto	Meridionale	
		No tu compris mai milùs	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		No te compri mai pomi	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | trans | 
		At cumpri mai di pom	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		te toet mai i pom	Malonno	Malonno,Brescia,Lombardia	Orientale	
		No te compri mai pomi	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		No te compri mai pumi	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | avv aspet | clit 2 | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compri mai pomi	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | avv aspet | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg indef | ogg masch | ogg plur | pro | trans | 
		No te compri mai pomi	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		No te crompi mai pom	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		Te cumpret mai i pom	Milano2	Milano,Milano,Lombardia	Occidentale	
		Te cumpre mai i pom	Milano3	Milano,Milano,Lombardia	Occidentale	
		Te cumpret mai (di?) pom	Milano4	Milano,Milano,Lombardia	Occidentale	
		No ti compri mai pomi	Mirano	Mirano,Venezia,Veneto	Meridionale	 | avv aspet | clit sogg | fless 2 | indic pres | negaz prev | ogg dir | ogg femm | ogg indef | ogg plur | pro | trans | 
		No te compri mai pomi	Mirano	Mirano,Venezia,Veneto	Meridionale	
		No tu cumpris mai melus	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Te cumpret mai pom	Monno	Monno,Brescia,Lombardia	Orientale	
