Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		Te se ti che no te voi capire	Villaverla	Villaverla,Vicenza,Veneto	Meridionale	 | cleft | clit 2 | clit sogg | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | volere | 
		Situ ti che no te vol capir? / Te si ti che no te vol capir?	Villorba	Villorba,Treviso,Veneto	Centro-settentrionale	
		Te sos tu che no te guos capì	Vodo di Cadore	Belluno,Belluno,Veneto	Ladino Cadorino	
		Te si ti che no te vol capir	Zero Branco	Zero Branco,Treviso,Veneto	Centro-settentrionale	
		Te si ti che no te voi capire	Zianigo	Mirano,Venezia,Veneto	Lagunare	 | cleft | clit sogg | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | volere | 
		Te si ti che no ti vol capire	Zianigo2	Mirano,Venezia,Veneto	Lagunare	 | cleft | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | volere | 
		Ti ze ti che no ti vol capire	Zianigo3	Mirano,Venezia,Veneto	Lagunare	 | cleft | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | volere | 
		Ti ze ti che no te voi capire	Zianigo4	Mirano,Venezia,Veneto	Lagunare	 | cleft | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | volere | 
		Ti si ti che no te voi capire	Zianigo5	Mirano,Venezia,Veneto	Lagunare	 | cleft | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | volere | 
		Te si ti che no te capissi	Zianigo6	Mirano,Venezia,Veneto	Lagunare	 | cleft | essere | fless 2 | indic pres | inf sempl | negaz prev | sogg focus | sogg postv | sogg pron | trans | 
						
2.0	111.0	E' Piero che non vuol partire				 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		U l'è Pieru ch'u nu vo partì	Alassio	Alassio,Savona,Liguria	Gallo-Italico Ligure	
		R’è Piero ch’u völ nen parte	Alba	Alba,Cuneo,Piemonte	Alto piemontese	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'è Piero ca vol cà partì	Albosaggia	Albosaggia,Sondrio,Lombardia	Alpino	
		L’è ‘l Piero che no (e)l vol partir	Aldeno1	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’è el Piero che no el vol partir	Aldeno2	Aldeno,Trento,Trentino Alto Adige	Orientale	
		L’e el Piero che nol vol partir	Aldeno3	Aldeno,Trento,Trentino Alto Adige	Orientale	
		U l'à Piero c'un veu partì	Altare	Altare,Savona,Liguria	Gallo-Italico Ligure	
		Zè Piero che nol vol partire	Altavilla Vicentina	Altavilla Vicentina,Vicenza,Veneto	Meridionale	
		Zè Piero che nol vol partire	Alte Ceccato	Montecchio Maggiore,Vicenza,Veneto	Centro-settentrionale	
		L’è ‘l Pero che no vuel partir, no	Amblar	Amblar,Trento,Trentino Alto Adige	Ladino-anaunico	 | cleft | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz discont | negaz postv | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Al è Piero ca nol voul partì	Andreis	Andreis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Al è Pieri che no'l ul pardi	Aquileia	Aquileia,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		G'è Piero che ne voi partie	Arcola	Arcola,La Spezia,Liguria	Gallo-Italico Ligure	
		U l'è Peu c u nu l'o partì	Arenzano	Arenzano,Genova,Liguria	Gallo-Italico Ligure	
		El sè Piero che no'l vol partire	Arsiero	Arsiero,Vicenza,Veneto	Meridionale	
		L'è Pieru cu n'u l'o partì	Arzeno	Ne,Genova,Liguria	Gallo-Italico Ligure	
		L'è Pieru ch'al vol mia partir	Bagnolo S. Vito	Bagnolo San Vito,Mantova,Lombardia	Mantovano	
		Al è Piero ca nol voul partì	Barcis	Barcis,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L'e' Piero cal vol mia partir	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | cleft | clit sogg espl | essere | fless 3 | inacc | indic pres | inf sempl | negaz discont | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero ca nal vol mia partir	Bergantino	Bergantino,Rovigo,Veneto	Mantovano	 | cleft | clit sogg espl | essere | fless 3 | inacc | indic pres | inf sempl | negaz discont | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		E' Piero c’ha non voli partiri	Biancavilla	Biancavilla,Catania,Sicilia	Area orientale non metafonetica	
		L è Pirei ch a n vol brisa partir	Bologna2	Bologna,Bologna,Emilia Romagna	Orientale	
		L'è Piero ch'an vol minga partir	Bondeno	Bondeno,Ferrara,Emilia Romagna	Orientale	
		Ul'è Piero cu nu vo parti	Borghetto di Vara	Borghetto di Vara,La Spezia,Liguria	Gallo-Italico Ligure	
		L'è 'l Piero cal-vora mja partì	Borgomanero	Borgomanero,Novara,Piemonte	Occidentale	
		L'e' Piero che 'l voel mia parter	Borgonato1	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parter	Borgonato2	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parter	Borgonato3	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che oel mia parter	Borgonato4	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parter	Borgonato5	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parter	Borgonato6	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che oel mia parter	Borgonato7	Corte Franca,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che nol voe partire	Borgoricco 1	Padova,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Al è ’l Piero ch’al veu nen- pàrti	Borgo San Martino	Borgo San Martino,Alessandria,Piemonte	Alto piemontese	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L’é Piéro che al vòl mìga partìr	Bormio	Bormio,Sondrio,Lombardia	Alpino	
		L’è Piero che nol vol mia partir	Bovolone	Bovolone,Verona,Veneto	Veronese	
		E’ Piero che no’l voe partire	Briana	Noale,Venezia,Veneto	Centro-settentrionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'è l Piero ca vò mia na	Brione	Brione,Brescia,Lombardia	Orientale	
		U lè Piero cul vo nenta porti	Cairo Montenotte	Cairo Montenotte,Savona,Liguria	Gallo-Italico Ligure	
		Lè Piero che no go dì	Calalzo di Cadore	Calalzo di Cadore,Belluno,Veneto	Ladino Cadorino	
		Lè Piero chel vol mia partì	Calcinate	Calcinate,Bergamo,Lombardia	Orientale	
		E xè Piero che no vole ‘ndare via	Caldogno	Caldogno,Vicenza,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | V prep | 
		L'è Pieru che un vo partì	Calizzano	Calizzano,Savona,Liguria	Gallo-Italico Ligure	
		A le al Piero che al vor nen parti	Calliano	Asti,Asti,Piemonte	Alto piemontese	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		El ze Piero che nol voe partire	Camisano Vicentino	Camisano Vicentino,Vicenza,Veneto	Meridionale	 | cleft | clit 3 | clit masch | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe partire	Campagnola	Brugine,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		U l'è Pieru ch'u n'vo nent parti	Carcare	Carcare,Savona,Liguria	Gallo-Italico Ligure	
		(El) zé Piero che no(l) voe partire	Carmignano di Brenta	Carmignano di Brenta,Padova,Veneto	Meridionale	
		Ze Piero che non voe ‘ndar via	Carmignano di Brenta1	Carmignano di Brenta,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'è Piaro cal ne vol mia partir	Carpi	Carpi,Modena,Emilia Romagna	Occidentale	
		I è Piero ke i n& vó partír	Carrara	Carrara,Massa-Carrara,Toscana	Lunigiano	
		U l'è u Piero cu nu voe parti	Casarza Ligure	Casarza Ligure,Genova,Liguria	Gallo-Italico Ligure	
		L'è Piero che no(l) vel partir	Cazet	Campitello di Fassa,Trento,Trentino Alto Adige	Ladino Atesino	
		'l è el Piero che no 'l vol caminà	Cencenighe Agordino	Cencenighe Agordino,Belluno,Veneto	Ladino-veneto	
		L'è Piero ca nol vol partì	Cesarolo1	San Michele al Tagliamento,Venezia,Veneto	Friulano Occidentale	
		Al è Piero che nol vol si via	Cesarolo2	San Michele al Tagliamento,Venezia,Veneto	Centro-settentrionale	
		L'è Piero ch'u'n vo partì	Cesena2	Cesena,Forlì-Cesena,Emilia Romagna	Romagnolo	
		L è Piero che no l vol partir	Cesiomaggiore	Cesiomaggiore,Belluno,Veneto	Centro-settentrionale	
		U l'è Pieru ch'u nu veu partì	Chiavari1	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		U l'è Piero cu ne voue partii	Chiavari2	Chiavari,Genova,Liguria	Gallo-Italico Ligure	
		L’è Piero che no ol partir	Chies d'Alpago	Chies d'Alpago,Belluno,Veneto	Centro-settentrionale	
		A sè el Piero che no vuole partire	Chioggia	Chioggia,Venezia,Veneto	Lagunare	
		L'è u Piero ch'u nu o partì	Cicagna	Cicagna,Genova,Liguria	Gallo-Italico Ligure	
		Al è Piero co nol vol partì	Cimolais	Cimolais,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Al è Piero che no’l ol partir	Cirvoi	Belluno,Belluno,Veneto	Centro-settentrionale	
		E l'è Pier che nol ul partì	Cividale	Cividale del Friuli,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Al è Piero ca nol vol partì	Claut	Claut,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		E' Piero che un vor partì	Colle Val d'Elsa	Colle di Val d'Elsa,Siena,Toscana	Toscano Senese	
		Al è Piori k a nɔ l vool partì	Collina	Forni Avoltri,Udine,Friuli Venezia Giulia	Friulano Carnico	
		L’ e’ piero che nol vol mia nar ia	Colognola ai Colli	Colognola ai Colli,Verona,Veneto	Veronese	
		L'è Piero ch'al vo miga na via	Comano	Comano,Massa-Carrara,Toscana	Lunigiano	
		Al è Pieri ch'a nol voul partì	Cordenons	Cordenons,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		'L è Piero che no vol partire	Correzzola	Correzzola,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | doubling | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Al è Pire ch' n' ò nia baié	Corvara	Corvara in Badia/Corvara,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		Ze Piero che no vol partire	Due Carrare	Due Carrare,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe partire	Due Carrare2	Due Carrare,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che nol voe partire	Due Carrare3	Due Carrare,Padova,Veneto	Meridionale	 | cleft | clit 3 | clit masch | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Al è Piero che nol vel caminè	Erto	Erto e Casso,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		Ze Piero che nol voe partire	Facca	Cittadella,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Le 'l Piero che no vol caminà	Falcade	Falcade,Belluno,Veneto	Ladino-veneto	
		L’è Piero che no ‘l vol partir	Falzè di Piave	Sernaglia della Battaglia,Treviso,Veneto	Centro-settentrionale	
		L'e Piero che nol vol partir	Farra di Soligo	Farra di Soligo,Treviso,Veneto	Centro-settentrionale	
		L'è u Pieru che nu o partì	Favale di Malvaro	Favale di Malvaro,Genova,Liguria	Gallo-Italico Ligure	
		Lè Piero c'an vol brisa partir	Ferrara1	Ferrara,Ferrara,Emilia Romagna	Orientale	
		L'è Piero cal vòl brisa partir	Ferrara2	Ferrara,Ferrara,Emilia Romagna	Orientale	
		U l'è peru cu nu o partì	Finale Ligure	Finale Ligure,Savona,Liguria	Gallo-Italico Ligure	
		L'è Piero che non vuol partire	Firenze	Firenze,Firenze,Toscana	Toscano Fiorentino	
		L'è Piero ch'un vo partì	Forlì	Forlì,Forlì-Cesena,Emilia Romagna	Romagnolo	
		L’é Piero che’l vól miga partir	Frontale di Sondalo	Sondalo,Sondrio,Lombardia	Alpino	
		Ze Piero che no voe partire	Galliera Veneta	Galliera Veneta,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe partire	Galliera Veneta1	Galliera Veneta,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Pièro che no voe ‘ndare	Gazzo	Gazzo,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L’è Piero che nol vol mia partire	Gazzolo	Arcole,Verona,Veneto	Veronese	
		Le xè Piero che no vole partire	Ghizzole di Montegaldella	Montegaldella,Vicenza,Veneto	Meridionale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		'l è il Pieri che no ul parti	Gorizia	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Lè Piero can vo partì	Granarola	Gradara,Pesaro Urbino,Marche	Marchigiano settentrionale	
		L'é Piéru che 'l vòl miga partìr	Grosio	Grosio,Sondrio,Lombardia	Alpino	
		L'e Piero che no vol mia nar ia	Illasi	Illasi,Verona,Veneto	Veronese	
		L’è Piero che ’l völ mia parter	Iseo1	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l vol mia parter	Iseo2	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che oel mia parter	Iseo3	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parti'	Iseo4	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parter	Iseo5	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parti'	Iseo6	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che 'l voel mia parter	Iseo7	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'e' Piero che oel mia parti'	Iseo8	Iseo,Brescia,Lombardia	Orientale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 = fless 6 | inacc | indic pres | inf sempl | negaz postv | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'è Piero che no vol partir	Jesolo	Jesolo,Venezia,Veneto	Lagunare	
		L’é Piero che no ól partir	Lamon	Lamon,Belluno,Veneto	Centro-settentrionale	
		I è Peo ch'i ne vè partie	La Spezia	La Spezia,La Spezia,Liguria	Gallo-Italico Ligure	
		L'è 'l Piere che no vol se 'n si	Laste di Rocca Pietore	Rocca Pietore,Belluno,Veneto	Ladino Atesino	
		L'è el Piero ch'el voeu minga na via	Lecco	Lecco,Lecco,Lombardia	Orientale	
		El ze Piero che nol vol ndare via	Lion	Albignasego,Padova,Veneto	Meridionale	 | avv loc | cleft | clit 3 | clit masch | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		L'è Piero ca vol ir via!	Livigno1	Livigno,Sondrio,Lombardia	Alpino	
		L'é Piero c'al vòl miga ir	Livigno2	Livigno,Sondrio,Lombardia	Alpino	
		L'è Piero ch'el vol mia parter	Lonato	Lonato del Garda,Brescia,Lombardia	Orientale	
		Sè Piero che voe partire	Longare	Longare,Vicenza,Veneto	Meridionale	
		'L'è Pieri che nol uul laa via	Lucanico	Gorizia,Gorizia,Friuli Venezia Giulia	Friulano Centro-orientale	
		Lè Piero che no vol partire	Lupia di Sandrigo	Sandrigo,Vicenza,Veneto	Meridionale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		LâÃ¨ Piero c al vÃ¶l mia partir	Luzzara1	Luzzara,Reggio nell'Emilia,Emilia Romagna	Mantovano	
		L'è Piero che 'l vol mia nà	Malonno	Malonno,Brescia,Lombardia	Orientale	
		Ze Piero che no voe partire	Marostica	Marostica,Vicenza,Veneto	Meridionale	
		L'Ã¨ P. che nol voe partire	Marostica2	Marostica,Vicenza,Veneto	Meridionale	 | cleft | clit 3 | clit masch | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		El ze Piero che no 'l voe partire	Maserà di Padova	Maserà di Padova,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | doubling | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | sogg prev | volere | 
		Ze Piero che nol voe partire	Mason Vicentino	Mason Vicentino,Vicenza,Veneto	Meridionale	
		L’è Piero che nol ol ‘ndar via	Mellame d’Arsiè	Arsiè,Belluno,Veneto	Trentino orientale	
		L'è Piero che'l vor no partì	Milano2	Milano,Milano,Lombardia	Occidentale	
		L è Piero che l vor no partì	Milano3	Milano,Milano,Lombardia	Occidentale	
		L'è Piero che l vor no partì	Milano4	Milano,Milano,Lombardia	Occidentale	
		Ze Piero che no vol partir	Mirano	Mirano,Venezia,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no vol ndar via	Mirano	Mirano,Venezia,Veneto	Meridionale	
		E l'è Pieri che nol ul partì	Moimacco	Moimacco,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		L'è 'l Piero che 'l vol mia 'ndà	Monno	Monno,Brescia,Lombardia	Orientale	
		El ze Piero che nol voe partire	Monselice	Monselice,Padova,Veneto	Meridionale	 | cleft | clit 3 | clit masch | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Piero noi vole partire	Montecchio Precalcino	Montecchio Precalcino,Vicenza,Veneto	Meridionale	 | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg masch | sogg nom | volere | 
		Al è Piero ca no vol partì	Montereale Valcellina	Montereale Valcellina,Pordenone,Friuli Venezia Giulia	Friulano Occidentale	
		L'è Piero che no'l vol partir	Motta di Livenza	Motta di Livenza,Treviso,Veneto	Centro-settentrionale	
		Al è Pieri che nol ul partì	Nimis	Nimis,Udine,Friuli Venezia Giulia	Friulano Centro-orientale	
		Ze Piero che no voe partire	Noale	Noale,Venezia,Veneto	Centro-settentrionale	
		Le el Piero che no vól nár	Nones 	Tassullo,Trento,Trentino Alto Adige	Trentino Occidentale	
		-	Novi Ligure	Novi Ligure,Alessandria,Piemonte	Basso piemontese	
		U l'è Pieru cu nu vo partì	Oneglia	Imperia,Imperia,Liguria	Gallo-Italico Ligure	
		--> testo vuoto <---	Ortisei	Ortisei/St. Ulrich,Bolzano/Bozen,Trentino Alto Adige	Ladino Atesino	
		E' pPiero che nun vÃ²le parti'	Osimo	Osimo,Ancona,Marche	Anconetano	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		É Pieru che n vùä caminé	Padola	Comelico Superiore,Belluno,Veneto	Ladino Cadorino	
		Zè Piero che no voe partire	Padova3	Padova,Padova,Veneto	Meridionale	
		El ze Piero che no 'l voe partire	Padova4	Padova,Padova,Veneto	Meridionale	 | cleft | clit sogg | doubling | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg pron | volere | 
		Ze Piero che no 'l voe partire	Padova5	Padova,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | sogg prev | volere | 
		È Piero che no voe partire	Padova6	Padova,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no 'l voe partire	Padova7	Padova,Padova,Veneto	Meridionale	 | cleft | clit masch | clit sogg | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no vol partire	Padova8	Padova,Padova,Veneto	Meridionale	 | cleft | clit 3 | clit masch | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe partire	Padova9	Padova,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Lè Piero che no guò partì	Peaio	Vodo Cadore,Belluno,Veneto	Ladino Cadorino	
		Ze Piero che no’vol parire	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no’l voe partire	Pianiga	Pianiga,Venezia,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe partire	Pianiga1	Pianiga,Venezia,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe ndare via	Pianiga2	Pianiga,Venezia,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no voe partire	Pianiga3	Pianiga,Venezia,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Ze Piero che no 'l voe partire	Piove di Sacco	Piove di Sacco,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		Xe Piero che nol voe partire	Piove di Sacco2	Piove di Sacco,Padova,Veneto	Meridionale	 | cleft | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		El ze Piero che nol vol partire	Piove di Sacco3	Piove di Sacco,Padova,Veneto	Meridionale	 | cleft | clit 3 | clit masch | essere | fless 3 | inacc | indic pres | inf sempl | negaz prev | N proprio | sogg def | sogg focus | sogg masch | sogg nom | sogg postv | volere | 
		A r'è Peru cha vor nen parte	Poirino	Poirino,Torino,Piemonte	Alto piemontese	
