Questionario	Posizione	Frase	Dialetto	Comune,Provincia,Regione	Microarea,_Area,_Macroarea	Marche
		D’i livr ca aviv iurdnét, n’on arrivè schitt trei.	Locorotondo	Locorotondo,Bari,Puglia	Apulo-barese	
		De li libbri che avìi ordinato, ne righerà / ne rrierà solo tre.	Macerata	Macerata,Macerata,Marche	Maceratese	
		Re e libri che è ordinato, ne arrivn sulo tre.	Marcianise	Marcianise,Caserta,Campania	Napoletano	
		Rə i libbrə c’avivə urdənatə nə arəvənə sulə tre	Melfi	Melfi,Potenza,Basilicata	Lucano nord-occidentale	
		Di ddi libbri c'avivi ordinatu, ni rrìvirannu sulu tri.	Messina1	Messina,Messina,Sicilia	Messinese	
		D'ì libbri c'avivi ordinatu, nnì rivirannu sulu tri.	Messina2	Messina,Messina,Sicilia	Messinese	
		'I ddi libbri chi oddinasti, nn'arriunu sulu tri.	Messina3	Messina,Messina,Sicilia	Messinese	
		Dell' libr' ca si urd'net', sol' tre n arriv'n'	Molfetta1	Molfetta,Bari,Puglia	Apulo-barese	
		D' l' libr' ca aviv' urd'net', n arriv'n' sol' tre	Molfetta2	Molfetta,Bari,Puglia	Apulo-barese	
		D' l' libr' ca aviv' urd'net', n arriv'n' sol' tre	Molfetta3	Molfetta,Bari,Puglia	Apulo-barese	
		D' l' libr' ca si urd'net', n arriv'n' solemend' tre	Molfetta4	Molfetta,Bari,Puglia	Apulo-barese	
		D' l' libr' ca si urd'net', n arriv'n' sol' tre	Molfetta5	Molfetta,Bari,Puglia	Apulo-barese	
		D' l' libr' ca si urd'net', n arriv'n' sol' tre	Molfetta6	Molfetta,Bari,Puglia	Apulo-barese	
		D' tutt' l' libr' ca aviv' urd'nat' n' arriv'n' sol' tre	Molfetta7	Molfetta,Bari,Puglia	Apulo-barese	
		Sulu tri libbri arrivanu e chidi chi nci cercasti.	Monasterace1	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Sulu tri libbri arrivanu e chidi chi nci cercasti.	Monasterace2	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Di li libbri ch'ir urdinatu n'arrivunu sulu tre	Montecalvo Irpino	Avellino,Avellino,Campania	Irpino	
		Re li libbri ca avivi comandato n'anna arruà sulo tre	Montella	Montella,Avellino,Campania	Irpino	
		Dei libri ca eri ordinatu ne 'rivine solu trede.	Ortelle	Ortelle,Lecce,Puglia	Salentino meridionale	
		Dei libri ca eri ordinatu ne 'rivine solu tre.	Ortelle	Ortelle,Lecce,Puglia	Salentino meridionale	
		De so' libbero' chi asa faeddadu 'nd'ana a arrivìre solu trese	Ossi	Ossi,Sassari,Sardegna	Logudorese settentrionale	
		De libri ch'evi ordino,  'n riveronno solo tre.	Paciano	Paciano,Perugia,Umbria	Settentrionale	
		Ri libra ca addumanasti, solo tri n'arrivanu.	Palermo2	Palermo,Palermo,Sicilia	Occidentale	
		Ri libra ca addumannasti, solo tri n’arrivanu	Palermo6	Palermo,Palermo,Sicilia	Occidentale	
		Ri libra ca avievi ordinatu n’arrivaru sulu tri	Palermo7	Palermo,Palermo,Sicilia	Occidentale	
		I libri che ordinasti n’arrivaru sulu tri	Palermo8	Palermo,Palermo,Sicilia	Occidentale	
		N’arrivini sulu triya ri libbri ki avìsi ordinatu.	Papasidero	Papasidero,Cosenza,Calabria	Area arcaica lucano-calabrese	
		N’arrivini sulu triya di libbri ki avìsi ordinatu.	Papasidero	Papasidero,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Də lə libbrə c’avì urdinotə n’arreivə soulə trà	Pennapiedimonte	Pennapiedimonte,Chieti,Abruzzo	Abruzzese orientale adriatico	
		De sos libros chi asa ordinadu binde ana aere solu trese	Posada	Posada,Nuoro,Sardegna	Nuorese	
		Te li libri ca tieii ordinatu ne rianu sulu trete.	San Cesario di Lecce	San Cesario di Lecce,Lecce,Puglia	Salentino centrale	
		Delli libbra che jive jiurdenate sule treja...	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Di libbrə chievə uərdənətə nə rrivənə soltandə tre	San Martino in Pensilis	San Martino in Pensilis,Campobasso,Molise	Meridionale Intermedio Molisano	
		Ri tutti li libbri c'avìvi urdinàte, n'arrìvine sule tré	Scampitella	Avellino,Avellino,Campania	Irpino	
		Dei libbri che avia ordinatu na arrivanu sulu tri.	Sciacca	Sciacca,Agrigento,Sicilia	Occidentale	
		Iri libbri c’avə ordinatu n’arrivən sulu tre.	Terravecchia	Terravecchia,Cosenza,Calabria	Calabrese settentrionale	
		De li libri ca ivi ordinati na 'rrianu suli 'ttrede.	Trepuzzi	Trepuzzi,Lecce,Puglia	Salentino centrale	
		R' li libbr' ca aviv urdinat n'arriv'n sul tre.	Trevico	Trevico,Avellino,Campania	Irpino	
		Dei libri chi avivvu ordinatu ni arrivunu sulu tri.	Troina1	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri chi avivvu ordinato, ni arriveranno solo tri.	Troina10	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri chi avivvu ordinatu ni arrivunu sulu tri.	Troina2	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri chi ordinasti ni arrivanu tri.	Troina3	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri chi avivvu ordinato ni arrivanu sulu tri.	Troina4	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei tanti libri chi tu ordinasti ni arrivanu sulu tri.	Troina5	Troina,Enna,Sicilia	Area metafonetica centrale	
		Di tutti i libri chi avivvu ordinatu tri ni arrivunu.	Troina6	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri chi ordinammu ni arriverannu sulu tri.	Troina7	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri ca avivvu ordinato n'arrivanu sulu tri.	Troina8	Troina,Enna,Sicilia	Area metafonetica centrale	
		Dei libri chi ordinasti ni arrivanu sulu tri.	Troina9	Troina,Enna,Sicilia	Area metafonetica centrale	
		Ann’arruà sol’ tre lebr’ d’ chir ca aje urd’n’t’.	Venosa	Venosa,Potenza,Basilicata	Lucano nord-occidentale	
		De gi libri ca meri ordinatu ne rivine sulamente tre.	Vitigliano	Santa Cesarea Terme,Lecce,Puglia	Salentino meridionale	
						
541.0	51.0	Volevate che non venisse nessuno				 | bridge verb | cong imperf | fless 3 | fless 5 | inacc | indic imperf | negaz accordo | negaz prev | pro | QP neg | QP sogg | sogg postv | trans | volere | 
		Vulìvuvu ca nun fussi vinutu nisciunu	Ariano Irpino	Ariano Irpino,Avellino,Campania	Irpino	
		Vuliveve ca nu mmenia nisciunu	Bagnoli Irpino	Avellino,Avellino,Campania	Irpino	
		Pe vù jeva megghie ca non  venev' nisciun.	Bari	Bari,Bari,Puglia	Apulo-barese	
		Cheriazzese chi no esseret bennitu niune	Bitti	Bitti,Nuoro,Sardegna	Nuorese	
		Che v'liv 'v' chi n' v'nia n 'sciun'	Calitri	Avellino,Avellino,Campania	Laziale meridionale	
		Vulìvёve ca nun ce vёnesse nisciùne	Carife	Avellino,Avellino,Campania	Irpino	
		Vulivive cu nu bbene ciuveddhi.	Castrignano del Capo	Castrignano del Capo,Lecce,Puglia	Salentino meridionale	
		Vulivati ca nuddu vineva.	Catania1	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Vuliuvu cà non s'arricugghieva nuddu.	Catania2	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Vulevu ca non vineva nuddu.	Catania3	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Vulevuru ca non vineva nuddu.	Catania4	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Volivive cu no benga nisciunu.	Corigliano d'Otranto	Corigliano d'Otranto,Lecce,Puglia	Salentino meridionale	
		Vulivata ca un vinìa  nuddu.	Corleone	Corleone,Palermo,Sicilia	Occidentale	
		Vuliati chi nun venissa nissunu.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		Vuliati chi nun venerra nissunu.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		Vuliati ca nun venerra nissunu.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		Vuliati ca nun venissa nissunu.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		Vulìviti c’u binissa nuddru.	Crotone	Crotone,Crotone,Calabria	Calabrese centrale	
		Uliubbe cu nnu begna ciuieddhi.	Gallipoli1	Gallipoli,Lecce,Puglia	Salentino meridionale	
		Vuliava can u venia nesciuno.	Laino Castello	Laino Castello,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Vulivn ca nan gèe vnì nusciun.	Locorotondo	Locorotondo,Bari,Puglia	Apulo-barese	
		Volivuvu u non veni nuju.	Locri	Locri,Reggio di Calabria,Calabria	Calabrese meridionale	
		Vuliáte che non vinía nnisciú	Macerata	Macerata,Macerata,Marche	Maceratese	
		Vuleveve che nun venesse nisciuno.	Marcianise	Marcianise,Caserta,Campania	Napoletano	
		Vulite ca nun a dda vənì nisciunə.	Melfi	Melfi,Potenza,Basilicata	Lucano nord-occidentale	
		Vui vulìu chi non vinìa nuddu.	Messina1	Messina,Messina,Sicilia	Messinese	
		Vui vulìu mi non vinìa nuddu.	Messina1	Messina,Messina,Sicilia	Messinese	
		Vui vulìu mi non vinìa nuddu.	Messina2	Messina,Messina,Sicilia	Messinese	
		Vui vulìu chi non vinìa nuddu.	Messina2	Messina,Messina,Sicilia	Messinese	
		Vulìu non vinìa nuddu.	Messina3	Messina,Messina,Sicilia	Messinese	
		V'limm' ca nen v'nev' nisciaun'	Molfetta1	Molfetta,Bari,Puglia	Apulo-barese	
		V'limm' ca nen v'nev' nisciaun'	Molfetta2	Molfetta,Bari,Puglia	Apulo-barese	
		V'limm' ca nen v'nev' nisciaun'	Molfetta3	Molfetta,Bari,Puglia	Apulo-barese	
		V'limm' ca nen v'ness' nisciaun'	Molfetta4	Molfetta,Bari,Puglia	Apulo-barese	
		V'levat' ca nen v'ness nisciaun	Molfetta5	Molfetta,Bari,Puglia	Apulo-barese	
		V'l'veit' ca nen v'nev' nisciaun' do	Molfetta6	Molfetta,Bari,Puglia	Apulo-barese	
		V' piacess' ca nen v'nev' nisciaun'	Molfetta7	Molfetta,Bari,Puglia	Apulo-barese	
		Voliuvu ca on benia nessunu.	Monasterace1	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Voliavu dommu vena nessunu.	Monasterace2	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Vulivu ca 'n ci miness nisciunu	Montecalvo Irpino	Avellino,Avellino,Campania	Irpino	
		Ulìvivi ca no bbinìa nisciuno	Montella	Montella,Avellino,Campania	Irpino	
		Vulivive cu nun vinia ciueddhi.	Ortelle	Ortelle,Lecce,Puglia	Salentino meridionale	
		Cherìzzis chi no enìa' niunu	Ossi	Ossi,Sassari,Sardegna	Logudorese settentrionale	
		Volevve che 'nce nisse nissuno.	Paciano	Paciano,Perugia,Umbria	Settentrionale	
		Vulivati ca un vinia nuddu.	Palermo2	Palermo,Palermo,Sicilia	Occidentale	
		Vulivati ca un vinia nuddu	Palermo6	Palermo,Palermo,Sicilia	Occidentale	
		Spiravati ca un vinia nuddu	Palermo7	Palermo,Palermo,Sicilia	Occidentale	
		Vuolievamu ca un vinia nuddu	Palermo8	Palermo,Palermo,Sicilia	Occidentale	
		Vuatri vulievavu che un vinieva nuddu	Palermo9	Palermo,Palermo,Sicilia	Occidentale	
		Vulibbu ca no vinì nisciunu.	Papasidero	Papasidero,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Vuləvotə ca nən mənovə nəʃciunə	Pennapiedimonte	Pennapiedimonte,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Cheriazisi chi non beniad nissunu	Posada	Posada,Nuoro,Sardegna	Nuorese	
		Volevate ca nu bbinia nisciunu.	San Cesario di Lecce	San Cesario di Lecce,Lecce,Puglia	Salentino centrale	
		Vulevate che non menesse nisciune.	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Vəlavətə ca nə mənevə nəsciunə	San Martino in Pensilis	San Martino in Pensilis,Campobasso,Molise	Meridionale Intermedio Molisano	
		Vulìvite ca nu' gi avéva minì nissciùne	Scampitella	Avellino,Avellino,Campania	Irpino	
		Vuliavu che un veniva nuddru.	Sciacca	Sciacca,Agrigento,Sicilia	Occidentale	
		Volibb cu beniva nullu!	Terravecchia	Terravecchia,Cosenza,Calabria	Calabrese settentrionale	
		Uliu ca nu ia enutu cieddri.	Trepuzzi	Trepuzzi,Lecce,Puglia	Salentino centrale	
		Vulivv' can ù v'neva nisciun.	Trevico	Trevico,Avellino,Campania	Irpino	
		Vulivvu chi non avussu vinutu nuddu.	Troina1	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu ca 'un vinia nuddu.	Troina10	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu chi non vinia nuddu.	Troina2	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vuautri vulivvu chi non vinia nuddu.	Troina3	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu chi non vinia nuddu.	Troina4	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vuliti chi nuddu vinissi.	Troina5	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu chi non avussu vinutu nuddu.	Troina6	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu chi non vinia nuddu.	Troina7	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu ca nuddu vinissi.	Troina8	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vulivvu chi non vinia nuddu.	Troina9	Troina,Enna,Sicilia	Area metafonetica centrale	
		Vouje voler’v’ ca non avìa v’né niscioun.	Venosa	Venosa,Potenza,Basilicata	Lucano nord-occidentale	
		Siggnuria ulivi co no ve ne ciuveggi.	Vitigliano	Santa Cesarea Terme,Lecce,Puglia	Salentino meridionale	
						
541.0	52.0	Prima che entri qualcuno, chiudiamo la porta				 | cong pres | cong princ | fless 3 | fless 4 | inacc | ogg def | ogg dir | ogg femm | ogg sing | pro | QP sogg | sogg postv | trans | 
		Prima ca trasi coccherunu, chiurìmu la porta	Ariano Irpino	Ariano Irpino,Avellino,Campania	Irpino	
		Prima ca trase quaccherunu, chiurimu la porta	Bagnoli Irpino	Avellino,Avellino,Campania	Irpino	
		Acchiedim la  port', angor ven' qualchedun.	Bari	Bari,Bari,Puglia	Apulo-barese	
		Prima chi intreret carcune tancammus sa ianna	Bitti	Bitti,Nuoro,Sardegna	Nuorese	
		Prima chi tras ' quaccun', ch'rim' a porta	Calitri	Avellino,Avellino,Campania	Laziale meridionale	
		Prime ca trase quaccherùne, chiurìmme la porte	Carife	Avellino,Avellino,Campania	Irpino	
		Prima cu trase ciuveddhi, chiudimu la porta.	Castrignano del Capo	Castrignano del Capo,Lecce,Puglia	Salentino meridionale	
		Prima ca occarunu trasi, chiuremu a potta.	Catania1	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Chiremu à porta, prima cà trasi quarcunu.	Catania2	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Chiuri a potta prima ca trasi quoccarunu.	Catania3	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Chiuremu a potta prima ca trasi occarunu.	Catania4	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Prima cu trase qualche d'unu, chiudimu la porta.	Corigliano d'Otranto	Corigliano d'Otranto,Lecce,Puglia	Salentino meridionale	
		Prima ca trasi qualchiduno, chiudemo a porta.	Corleone	Corleone,Palermo,Sicilia	Occidentale	
		Prima ca trase ‘ngunu, chiudimu ‘a porta.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		′Mprima ca drasa ancunu, chjudimu ′a porta.	Crotone	Crotone,Crotone,Calabria	Calabrese centrale	
		Prima cu trase faccincunu chutimu a porta.	Gallipoli1	Gallipoli,Lecce,Puglia	Salentino meridionale	
		Prima che trase anguno, chiudemo à porta.	Laino Castello	Laino Castello,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Prim ca trés nguiun ammarr(e) a port!	Locorotondo	Locorotondo,Bari,Puglia	Apulo-barese	
		Prima u trasi acchidunu, chiudimu a porta.	Locri	Locri,Reggio di Calabria,Calabria	Calabrese meridionale	
		Chiudímo la pòrta, prima che venèsse quarghidú / prima che vène quarghidú.	Macerata	Macerata,Macerata,Marche	Maceratese	
		Prima che trase quarcuno chiurimmo a porta.	Marcianise	Marcianise,Caserta,Campania	Napoletano	
		Primə ca trasə qualcunə, chiurəmmə la portə	Melfi	Melfi,Potenza,Basilicata	Lucano nord-occidentale	
		Prima mi trasi coccadunu, chiudemu a potta.	Messina1	Messina,Messina,Sicilia	Messinese	
		Prima chi trasi coccadunu, chiudemu a potta.	Messina1	Messina,Messina,Sicilia	Messinese	
		Prima chi trasi caccudunu, gghiudemu 'a potta.	Messina2	Messina,Messina,Sicilia	Messinese	
		Prima mi trasi caccudunu, gghiudemu 'a potta.	Messina2	Messina,Messina,Sicilia	Messinese	
		Prima mi trasi quacchidunu, gghiudemu a potta.	Messina3	Messina,Messina,Sicilia	Messinese	
		Prim' ca tras' quachedaun', acchjdim' la powrt'	Molfetta1	Molfetta,Bari,Puglia	Apulo-barese	
		Prim' ca tras' qualchedaun', acchjdim' la port'	Molfetta2	Molfetta,Bari,Puglia	Apulo-barese	
		Prim' ca tras' qualchedaun', acchjdim' la port'	Molfetta3	Molfetta,Bari,Puglia	Apulo-barese	
		Prim' ca tras' qualchedaun', acchjdim' la port'	Molfetta4	Molfetta,Bari,Puglia	Apulo-barese	
		Prim' ca tras' qualchedaun', acchjdim' la port'	Molfetta5	Molfetta,Bari,Puglia	Apulo-barese	
		Prim' ca tras' qualchedaun', acchjdim' la port'	Molfetta6	Molfetta,Bari,Puglia	Apulo-barese	
		Prim' ca tras' qualchedaun', acchjdim' la port'	Molfetta7	Molfetta,Bari,Puglia	Apulo-barese	
		Prima co trasa ncunu chiudimu a porta.	Monasterace1	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Prima co trasa ncunu chiudimu a porta.	Monasterace2	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Primu ca trase cocchidunu, chiudimu la porta	Montecalvo Irpino	Avellino,Avellino,Campania	Irpino	
		Prima ca cocchirùno trase nserra la porta	Montella	Montella,Avellino,Campania	Irpino	
		Prima cu trase quarcunu, chiudimu a porta.	Ortelle	Ortelle,Lecce,Puglia	Salentino meridionale	
		Innànti chi ìntrede calcùnu, tanàmus sa janna	Ossi	Ossi,Sassari,Sardegna	Logudorese settentrionale	
		Prima che entra qualcuno, chiudemo la porta	Paciano	Paciano,Perugia,Umbria	Settentrionale	
		Chiuiemu a puorta prima ca trasi qualcuno.	Palermo2	Palermo,Palermo,Sicilia	Occidentale	
		Chiuiemu a puorta prima ca trasi qualcuno	Palermo6	Palermo,Palermo,Sicilia	Occidentale	
		Prima ca trasi qualcunu chiuiemu a puorta	Palermo7	Palermo,Palermo,Sicilia	Occidentale	
		Prima ca trasi qualcunu chiuiemu a puorta	Palermo8	Palermo,Palermo,Sicilia	Occidentale	
		Prima ca trasi quallchedunu chiuiemu sta puorta	Palermo9	Palermo,Palermo,Sicilia	Occidentale	
		Chiurimu a porta, prima ki trasiri angunu.	Papasidero	Papasidero,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Chjudaimə la purtə, primə che andrə cacchədiunə	Pennapiedimonte	Pennapiedimonte,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Prima chi b’intred zente serramus sa janna	Posada	Posada,Nuoro,Sardegna	Nuorese	
		Prima ca trase quacchetunu, chiudiamo la porta.	San Cesario di Lecce	San Cesario di Lecce,Lecce,Puglia	Salentino centrale	
		Prima che trasce cacchedune, chiudime la porta.	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Prima che trase accunarùne, čhiurìme la pòrta	Scampitella	Avellino,Avellino,Campania	Irpino	
		Prima che entri qualcunu, chiuremu a porta.	Sciacca	Sciacca,Agrigento,Sicilia	Occidentale	
		Prima ca trasa ncunu cjiumt a port.	Terravecchia	Terravecchia,Cosenza,Calabria	Calabrese settentrionale	
		Prima cu 'ttrase quarchedunu, chiudimi la porta.	Trepuzzi	Trepuzzi,Lecce,Puglia	Salentino centrale	
		Prima ca tras qualcun, chiurimm la porta.	Trevico	Trevico,Avellino,Campania	Irpino	
		Prima chi s'appresenta quaccadunu, chiudimu a porta.	Troina1	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi trasi quaccudunu, chiudimu sa porta.	Troina10	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi trasi quaccadunu, chiudimu a porta.	Troina2	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi vieni quaccadunu, chiudimula a porta.	Troina3	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi trasi quaccadunu, chiudi a porta.	Troina4	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi trasi quaccadunu, chiudi sta porta.	Troina5	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi quaccadunu trasi, chiudimula sa porta.	Troina6	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi trasi quaccadunu, chiudimu a porta.	Troina7	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima ca trasi quaccunu, chiudimu a porta.	Troina8	Troina,Enna,Sicilia	Area metafonetica centrale	
		Prima chi trasi quaccadunu, chiudimu a porta.	Troina9	Troina,Enna,Sicilia	Area metafonetica centrale	
		Achiour’ la port’ preim’ ca tr’s qualcheroun’.	Venosa	Venosa,Potenza,Basilicata	Lucano nord-occidentale	
		Prima cu trase ciuveggi, chiudimu a porta. ce ai vistu ieri era ziuma.	Vitigliano	Santa Cesarea Terme,Lecce,Puglia	Salentino meridionale	
						
541.0	59.0	Nessuno mi ha visto.				 | acc partic clit | aux A | clit 1 | clit ogg dir | fless 3 | indic pass pross | partic | QP neg | QP sogg | sogg prev | trans | 
		Nisciunu m'è vistu	Ariano Irpino	Ariano Irpino,Avellino,Campania	Irpino	
		Nisciunu m'è bbistu	Bagnoli Irpino	Avellino,Avellino,Campania	Irpino	
		N'sciun m'ha vist a me.	Bari	Bari,Bari,Puglia	Apulo-barese	
		Niune m a bistu	Bitti	Bitti,Nuoro,Sardegna	Nuorese	
		N'sciun' m'hav' vist'	Calitri	Avellino,Avellino,Campania	Laziale meridionale	
		Nёsciune m'have viste	Carife	Avellino,Avellino,Campania	Irpino	
		Nu mm'a vistu ciuveddhi.	Castrignano del Capo	Castrignano del Capo,Lecce,Puglia	Salentino meridionale	
		Nuddu mi visti.	Catania1	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Nuddu mi visti.	Catania2	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Non mi visti nuddu.	Catania3	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Nuddu mi visti.	Catania4	Catania,Catania,Sicilia	Area orientale non metafonetica	
		Nu me vitte nisciunu.	Corigliano d'Otranto	Corigliano d'Otranto,Lecce,Puglia	Salentino meridionale	
		Nuddu mi vitti.	Corleone	Corleone,Palermo,Sicilia	Occidentale	
		Un m’a vistu nissunu.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		Un m’a vistu nullu.	Cosenza	Cosenza,Cosenza,Calabria	Calabrese centrale	
		′u mm’à bistu nuddru.	Crotone	Crotone,Crotone,Calabria	Calabrese centrale	
		′u mm’à bidutu nuddru.	Crotone	Crotone,Crotone,Calabria	Calabrese centrale	
		′u mm’à vistu nuddru.	Crotone	Crotone,Crotone,Calabria	Calabrese centrale	
		Nuddru m’à vidutu.	Crotone	Crotone,Crotone,Calabria	Calabrese centrale	
		Cjuieddhi m’a vistu.	Gallipoli1	Gallipoli,Lecce,Puglia	Salentino meridionale	
		Nun ma bisto nisciuno.	Laino Castello	Laino Castello,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Na m’a vist nusciun!	Locorotondo	Locorotondo,Bari,Puglia	Apulo-barese	
		No mi vitti nuju.	Locri	Locri,Reggio di Calabria,Calabria	Calabrese meridionale	
		Nom m’ha vvísto nnisciú.	Macerata	Macerata,Macerata,Marche	Maceratese	
		Nisciuno m'ha visto.	Marcianise	Marcianise,Caserta,Campania	Napoletano	
		Nisciunə m’ha vistə	Melfi	Melfi,Potenza,Basilicata	Lucano nord-occidentale	
		Non mi vitti nuddu.	Messina1	Messina,Messina,Sicilia	Messinese	
		Non mi vitti nuddu.	Messina2	Messina,Messina,Sicilia	Messinese	
		Nuddu mi vitti.	Messina3	Messina,Messina,Sicilia	Messinese	
		Nisciaun' m ha vvist'	Molfetta1	Molfetta,Bari,Puglia	Apulo-barese	
		Nisciaun' m ha vvist'	Molfetta2	Molfetta,Bari,Puglia	Apulo-barese	
		Nisciaun' m ha vvist'	Molfetta3	Molfetta,Bari,Puglia	Apulo-barese	
		Nen m ha vvist' nisciaun'	Molfetta4	Molfetta,Bari,Puglia	Apulo-barese	
		Nisciaun' m ha vvist'	Molfetta5	Molfetta,Bari,Puglia	Apulo-barese	
		Nisciaun' m ha vvist'	Molfetta6	Molfetta,Bari,Puglia	Apulo-barese	
		Nen m ha vvist' nisciaun'	Molfetta7	Molfetta,Bari,Puglia	Apulo-barese	
		On mi vitta nessunu.	Monasterace1	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		On mi vitta nessunu.	Monasterace2	Monasterace,Reggio di Calabria,Calabria	Calabrese meridionale	
		Nisciunu m'ha bbistu	Montecalvo Irpino	Avellino,Avellino,Campania	Irpino	
		No m'a bbisto nisciuno	Montella	Montella,Avellino,Campania	Irpino	
		Ciueddhi m'aie vistu.	Ortelle	Ortelle,Lecce,Puglia	Salentino meridionale	
		Nisciùnu m'a' bidu	Ossi	Ossi,Sassari,Sardegna	Logudorese settentrionale	
		‘Nma visto nissuno.	Paciano	Paciano,Perugia,Umbria	Settentrionale	
		Unn mi vitti nuddu.	Palermo2	Palermo,Palermo,Sicilia	Occidentale	
		Unn mi vitti nuddu	Palermo6	Palermo,Palermo,Sicilia	Occidentale	
		Nuddu mi vitti	Palermo7	Palermo,Palermo,Sicilia	Occidentale	
		Nuddu mi vitti	Palermo8	Palermo,Palermo,Sicilia	Occidentale	
		Un mi vitti nuddu	Palermo9	Palermo,Palermo,Sicilia	Occidentale	
		Non m’ha vistu nisciunu.	Papasidero	Papasidero,Cosenza,Calabria	Area arcaica lucano-calabrese	
		Nəʃciunə m’ha viʃtə	Pennapiedimonte	Pennapiedimonte,Chieti,Abruzzo	Abruzzese orientale adriatico	
		Non bat?? bistu nissunu	Posada	Posada,Nuoro,Sardegna	Nuorese	
		Nessuno m'a bbista.	San Cesario di Lecce	San Cesario di Lecce,Lecce,Puglia	Salentino centrale	
		Nisciune m'ha viste.	San Marco in Lamis	San Marco in Lamis,Foggia,Puglia	Garganico	
		Nu' mm'à bbiste nissciùne	Scampitella	Avellino,Avellino,Campania	Irpino	
		Nuddru mi vitti.	Sciacca	Sciacca,Agrigento,Sicilia	Occidentale	
		U mma bistu nullu.	Terravecchia	Terravecchia,Cosenza,Calabria	Calabrese settentrionale	
		Nisciun m'av alluscat.	Trevico	Trevico,Avellino,Campania	Irpino	
		Nuddu mi visti.	Troina1	Troina,Enna,Sicilia	Area metafonetica centrale	
		'Un mi visti nuddu.	Troina10	Troina,Enna,Sicilia	Area metafonetica centrale	
		Nuddu mi visti.	Troina10	Troina,Enna,Sicilia	Area metafonetica centrale	
		Non mi visti nuddu	Troina2	Troina,Enna,Sicilia	Area metafonetica centrale	
		Nuddu mi visti.	Troina3	Troina,Enna,Sicilia	Area metafonetica centrale	
		Nuddu mi visti.	Troina4	Troina,Enna,Sicilia	Area metafonetica centrale	
